,Unnamed: 0,Unnamed: 0.1,RegionName,State,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate,inventory_price_increased,inventory_price_decreased,median_days_on_market,Population,Area,GDP,GDP_pp,Population_Density,Violent_Crimes,Violent_Crimes_pp,Property_Crime,Property_Crimes_pp,Revenue_pp,Expenditures_pp,Hospital,Hospital_pp,School,School_pp,Public_School,Public_School_pp,Private_School,Private_School_pp,latitude,longitude,x_dist,y_dist
70,70,71,San Mateo County,CA,2020-03,1444608,502,2.5,709.0,15.0,0.0009113098826351,1.9280180873803506e-05,0,0.0,16,76,26,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904,37.4337342,-122.4014193,3226.6719178071635,523.4255328009211
71,71,72,San Joaquin County,CA,2020-03,384649,981,7.5,228.0,9.0,0.0002913570465596,1.1500936048406165e-05,0,0.0,60,232,35,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05,37.9175935,-121.1710389,3112.8614730972126,577.1292458346104
72,72,73,Stanislaus County,CA,2020-03,335863,649,7.6,98.0,0.0,0.0001742832600928,0.0,0,0.0,28,184,29,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05,37.5090711,-120.9876321,3095.8864574818285,531.7869115190105
73,73,74,Sonoma County,CA,2020-03,663563,800,3.3,142.0,1.0,0.0002859052727375,2.013417413644528e-06,0,0.0,12,200,43,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905,38.5779555,-122.9888319,3280.966218825282,650.430202759301
74,74,75,Tulare County,CA,2020-03,232126,761,13.2,153.0,2.0,0.0003158396690495,4.128623124830984e-06,0,0.0,24,152,51,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05,36.1341739,-118.8596804,2898.7569165982814,379.2086328094946
75,75,76,Santa Barbara County,CA,2020-03,654558,981,4.9,278.0,0.0,0.0006091508481001,0.0,0,0.0,12,172,59,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05,34.4208305,-119.6981901,2976.47365147047,189.12056152654011
76,76,77,Monterey County,CA,2020-03,611182,603,11.2,82.0,2.0,0.00018273713486,4.457003289268428e-06,0,0.0,4,108,56,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05,36.3136201,-121.3541631,3129.807814234712,399.1205496421094
77,77,78,Solano County,CA,2020-03,456618,479,4.6,98.0,1.0,0.0002205940282045,2.250959471474716e-06,0,0.0,44,120,28,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05,38.3104969,-121.9017954,3180.470614251112,620.7409876759039
78,78,79,Placer County,CA,2020-03,528648,975,3.6,111.0,2.0,0.0002771992388258,4.9945808797454764e-06,0,0.0,28,300,31,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05,39.0915751,-120.8039474,3078.8832068436723,707.4483122111869
79,79,80,San Luis Obispo County,CA,2020-03,642797,829,3.5,127.0,0.0,0.0004554223953066,0.0,0,0.0,4,188,51,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05,35.3102296,-120.4357631,3044.7937600605765,287.788827666259
80,80,81,Santa Cruz County,CA,2020-03,881668,346,7.4,72.0,1.0,0.0002627746816594,3.649648356380863e-06,0,0.0,4,64,37,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761,37.0453988,-121.9579578,3185.6650373319662,480.32723954065534
81,81,82,Merced County,CA,2020-03,286679,585,11.6,32.0,0.0,0.0001113353280912,0.0,0,0.0,56,124,48,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05,37.2009788,-120.7120023,3070.3711302375955,497.5935005748587
82,82,83,Marin County,CA,2020-03,1201571,287,2.8,128.0,5.0,0.0004907975460122,1.9171779141104296e-05,0,0.0,4,56,25,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469,38.083403,-122.7633036,3260.123960412611,595.5335177232062
83,83,84,Butte County,CA,2020-03,334235,384,6.1,16.0,0.0,7.347234914060312e-05,0.0,0,0.0,8,140,46,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05,39.6253952,-121.5370003,3146.725069546704,766.7142648810096
84,84,85,Yolo County,CA,2020-03,482656,262,5.4,57.0,1.0,0.0002549058190079,4.472031912419727e-06,0,0.0,12,60,36,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05,38.7646021,-121.9017954,3180.470614251112,671.1496956432893
85,85,86,El Dorado County,CA,2020-03,473885,822,4.2,31.0,0.0,0.000160540243814,0.0,0,0.0,12,220,45,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859,38.74263759999999,-120.4357631,3044.7937600605765,668.7113992730007
86,86,87,Shasta County,CA,2020-03,282166,562,6.2,20.0,1.0,0.0001124069130251,5.620345651257552e-06,0,0.0,16,160,47,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277,40.7908864,-121.8474493,3175.443948458601,896.1288248245052
87,87,88,Imperial County,CA,2020-03,226691,128,20.1,88.0,1.0,0.0004591727585325,5.217872256051427e-06,0,0.0,4,32,54,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05,33.0113694,-115.4733554,2584.418141177178,32.78695505710028
88,88,89,Kings County,CA,2020-03,241363,238,11.3,30.0,0.0,0.0001917619084145,0.0,0,0.0,12,52,44,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05,36.0988489,-119.8815203,2993.458870549918,375.2889297624246
89,89,90,Madera County,CA,2020-03,292747,665,9.6,47.0,1.0,0.0002935866924023,6.246525370262792e-06,0,0.0,20,112,52,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05,37.251926,-119.6962677,2976.2955317902356,503.2477171858231
90,90,91,Napa County,CA,2020-03,692462,346,3.7,34.0,1.0,0.0002434623206255,7.160656488986911e-06,0,0.0,4,64,45,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494,38.5024689,-122.2653887,3214.094795551754,642.0506826283955
91,91,92,Humboldt County,CA,2020-03,327060,277,4.4,49.0,0.0,0.0003654044057331,0.0,0,0.0,0,64,59,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05,40.7450055,-123.8695086,3362.3150272425264,891.0337772534464
92,92,93,Nevada County,CA,2020-03,477300,731,4.2,35.0,0.0,0.0003545740046601,0.0,0,0.0,0,104,71,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05,39.1346666,-121.1710389,3112.8614730972126,712.2322288706947
93,93,94,Sutter County,CA,2020-03,321278,155,10.3,21.0,1.0,0.0001985871939629,9.456533045854729e-06,0,0.0,0,44,40,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05,39.0219764,-121.6739371,3159.393666078655,699.7217036266392
94,94,95,Mendocino County,CA,2020-03,402426,340,5.3,6.0,0.0,6.784337226789086e-05,0.0,0,0.0,0,40,139,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428,39.5500194,-123.438353,3322.4966908145743,758.3455370198571
95,95,96,Yuba County,CA,2020-03,294633,238,7.9,9.0,0.0,0.0001135073779795,0.0,0,0.0,24,68,37,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05,39.2547027,-121.3998995,3134.039872943807,725.5585405286556
96,96,97,Lake County,CA,2020-03,246632,490,6.6,1.0,0.0,1.5415208644849008e-05,0.0,0,0.0,0,104,83,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879,42.3689363,-87.8271534,0.0,1071.395161605948
97,97,98,Tehama County,CA,2020-03,245124,350,6.9,1.0,0.0,1.5177961599757151e-05,0.0,0,0.0,4,68,63,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212,40.0982197,-122.174605,3205.7003103162606,819.2129049626614
98,98,100,San Benito County,CA,2020-03,646735,114,7.0,30.0,1.0,0.0004685889225578,1.5619630751929024e-05,0,0.0,4,32,36,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984,36.5760883,-120.9876321,3095.8864574818285,428.2459289372278
99,99,101,Calaveras County,CA,2020-03,334566,554,4.9,3.0,0.0,6.7736909842173e-05,0.0,0,0.0,0,120,61,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05,38.1960477,-120.6805037,3067.4549149197924,608.0369805698822
100,100,102,Siskiyou County,CA,2020-03,217892,214,9.2,4.0,0.0,9.1000091000091e-05,0.0,0,0.0,0,32,89,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665,41.7743261,-122.5770126,3242.904787300617,1005.3490263926586
101,101,103,Amador County,CA,2020-03,326325,254,4.9,4.0,0.0,0.0001038125145986,0.0,0,0.0,4,28,69,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05,38.3488921,-120.7740931,3076.1194295158457,625.0029594891616
102,102,104,Lassen County,CA,2020-03,175981,150,6.6,1.0,0.0,3.326126725428239e-05,0.0,0,0.0,0,24,127,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05,40.5394389,-120.7120023,3070.3711302375955,868.2062232216956
103,103,105,Del Norte County,CA,2020-03,273696,121,6.9,1.0,0.0,3.628710356339357e-05,0.0,0,0.0,0,28,116,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05,41.7076287,-123.9659708,3371.2214777270856,997.9410624597137
104,104,106,Glenn County,CA,2020-03,255266,65,8.0,3.0,0.0,0.0001022216164644,0.0,0,0.0,0,20,111,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149,39.6437813,-122.4467238,3230.8603617743934,768.7556297833373
105,105,107,Colusa County,CA,2020-03,254122,58,21.4,3.0,0.0,0.0001327844907714,0.0,0,0.0,0,12,91,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507,39.1040645,-122.2653887,3214.094795551754,708.8348522819572
106,106,108,Plumas County,CA,2020-03,278802,258,11.9,1.0,0.0,5.263989050902774e-05,0.0,0,0.0,0,12,177,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064,39.99268319999999,-120.8039474,3078.8832068436723,807.4946062610758
107,107,109,Inyo County,CA,2020-03,369376,54,4.4,10.0,0.0,0.0005419173034194,0.0,0,0.0,0,16,108,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05,36.3091865,-117.5495846,2777.2347705430557,398.628576177204
108,108,110,Mariposa County,CA,2020-03,302031,130,6.7,0.0,0.0,0.0,0.0,0,0.0,0,12,74,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05,37.4893626,-119.9679294,3001.463685972131,529.5995237959149
109,109,111,Mono County,CA,2020-03,475115,180,4.4,25.0,1.0,0.0017907026717283,7.162810686913545e-05,0,0.0,4,20,63,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0,37.9218608,-118.9528645,2907.39605347475,577.6028946195834
110,110,112,Trinity County,CA,2020-03,282100,177,8.2,0.0,0.0,0.0,0.0,0,0.0,0,12,149,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05,40.6329485,-123.0622553,3287.7507874765697,878.590082609882
111,111,113,Modoc County,CA,2020-03,135505,69,10.2,0.0,0.0,0.0,0.0,0,0.0,0,8,182,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092,41.4565165,-120.629366,3062.72030914532,970.0512419048911
112,112,114,Sierra County,CA,2020-03,249191,32,7.8,0.0,0.0,0.0,0.0,0,0.0,0,0,228,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0,39.5532845,-120.2512728,3027.708435296758,758.7080481082694
113,113,115,Alpine County,CA,2020-03,420294,57,5.5,1.0,0.0,0.000895255147717,0.0,0,0.0,0,0,214,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0,38.5940736,-119.8815203,2993.458870549918,652.2194342661168
114,114,116,Los Angeles County,CA,2020-04,665278,9235,17.5,23373.0,1201.0,0.0022786127340067,0.0001170844090849,0,0.0,316,1664,47,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05,34.0522265,-118.2436596,2841.630363614631,148.23254839934924
115,115,117,San Diego County,CA,2020-04,621118,4699,15.9,3025.0,128.0,0.0008975147889668,3.797748528520795e-05,0,0.0,184,1120,38,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05,32.7157305,-117.1610966,2741.1773351781135,0.0
116,116,118,Orange County,CA,2020-04,767285,4339,14.4,2594.0,50.0,0.0008034643748418,1.5486977155779476e-05,0,0.0,120,908,45,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069,33.7174708,-117.8311428,2803.3613340096917,111.10134270368917
117,117,119,Riverside County,CA,2020-04,405092,6590,16.0,3669.0,149.0,0.0014865415119452,6.0369224660625685e-05,0,0.0,212,1216,55,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05,33.9532966,-117.3961192,2762.992090010958,137.25900290052763
118,118,120,San Bernardino County,CA,2020-04,368559,5217,14.2,1929.0,94.0,0.0008699385495973,4.239202885544226e-05,0,0.0,204,920,54,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05,34.9592083,-116.419389,2672.3088151510783,248.84545588943442
119,119,121,Santa Clara County,CA,2020-04,1287616,1258,12.2,1229.0,76.0,0.0006246235867827,3.862603140398002e-05,0,0.0,56,148,34,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724,37.3336581,-121.8907041,3179.4447585627577,512.3186021105837
120,120,122,Alameda County,CA,2020-04,911663,1102,14.6,1270.0,57.0,0.0007533130947169,3.3810115274698285e-05,0,0.0,56,172,36,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05,37.6016892,-121.7195459,3163.612809522244,542.066416629334
121,121,123,Sacramento County,CA,2020-04,402764,1825,14.9,537.0,34.0,0.0003424799502543,2.168401919673465e-05,0,0.0,76,540,30,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05,38.47467,-121.3541631,3129.807814234712,638.9648451122517
122,122,124,Contra Costa County,CA,2020-04,702122,1346,15.1,520.0,26.0,0.0004482376073076,2.2411880365382607e-05,0,0.0,48,216,36,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05,37.8534093,-121.9017954,3180.470614251112,570.0051647719922
123,123,125,Fresno County,CA,2020-04,276566,1331,17.1,911.0,11.0,0.000882557809474,1.0656570696174387e-05,0,0.0,40,372,43,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05,36.9858984,-119.2320784,2933.2784760347017,473.72400798323304
124,124,126,Kern County,CA,2020-04,238994,1858,18.6,968.0,10.0,0.0010439460297157,1.0784566422683824e-05,0,0.0,40,296,46,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05,35.4937274,-118.8596804,2898.7569165982814,308.14753321855574
125,125,127,Ventura County,CA,2020-04,624481,1351,14.5,407.0,14.0,0.0004772810692972,1.6417530639216556e-05,0,0.0,20,232,47,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026,34.3704884,-119.1390642,2924.6568990224373,183.53613489409116
126,126,128,San Francisco County,CA,2020-04,1465145,428,13.0,1102.0,26.0,0.0012350383287757,2.9138835343165822e-05,0,0.0,20,44,44,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483,37.7749295,-122.4194155,3228.3357028010464,561.2944592245964
127,127,129,San Mateo County,CA,2020-04,1445171,530,11.8,715.0,42.0,0.0009190219549846,5.3984506446649805e-05,0,0.0,20,64,38,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904,37.4337342,-122.4014193,3226.6719178071635,523.4255328009211
128,128,130,San Joaquin County,CA,2020-04,388179,1062,17.9,365.0,17.0,0.000466426850852,2.1723990313656087e-05,0,0.0,44,272,39,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05,37.9175935,-121.1710389,3112.8614730972126,577.1292458346104
129,129,131,Stanislaus County,CA,2020-04,337326,714,17.2,364.0,12.0,0.000647337823202,2.1340807358310376e-05,0,0.0,20,184,37,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05,37.5090711,-120.9876321,3095.8864574818285,531.7869115190105
130,130,132,Sonoma County,CA,2020-04,660626,798,15.4,140.0,1.0,0.0002818784379102,2.013417413644528e-06,0,0.0,4,132,49,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905,38.5779555,-122.9888319,3280.966218825282,650.430202759301
131,131,133,Tulare County,CA,2020-04,234711,791,18.6,968.0,39.0,0.0019982535924181,8.05081509342042e-05,0,0.0,28,168,54,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05,36.1341739,-118.8596804,2898.7569165982814,379.2086328094946
132,132,134,Santa Barbara County,CA,2020-04,660587,989,14.0,422.0,8.0,0.0009246822226555,1.7529520808636795e-05,0,0.0,4,104,68,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05,34.4208305,-119.6981901,2976.47365147047,189.12056152654011
133,133,135,Monterey County,CA,2020-04,611882,614,19.1,191.0,3.0,0.0004256438141251,6.685504933902641e-06,0,0.0,8,68,70,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05,36.3136201,-121.3541631,3129.807814234712,399.1205496421094
134,134,136,Solano County,CA,2020-04,458608,538,15.7,221.0,4.0,0.0004974620431959,9.003837885898864e-06,0,0.0,36,160,37,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05,38.3104969,-121.9017954,3180.470614251112,620.7409876759039
135,135,137,Placer County,CA,2020-04,532134,1059,13.2,56.0,6.0,0.0001398482646328,1.4983742639236428e-05,0,0.0,24,280,37,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05,39.0915751,-120.8039474,3078.8832068436723,707.4483122111869
136,136,138,San Luis Obispo County,CA,2020-04,646372,847,14.8,134.0,1.0,0.0004805244170951,3.5860031126507016e-06,0,0.0,0,156,57,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05,35.3102296,-120.4357631,3044.7937600605765,287.788827666259
137,137,139,Santa Cruz County,CA,2020-04,886654,374,17.6,60.0,1.0,0.0002189789013828,3.649648356380863e-06,0,0.0,0,52,48,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761,37.0453988,-121.9579578,3185.6650373319662,480.32723954065534
138,138,140,Merced County,CA,2020-04,287990,606,18.5,167.0,3.0,0.0005810312434764,1.0437687008558903e-05,0,0.0,36,120,56,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05,37.2009788,-120.7120023,3070.3711302375955,497.5935005748587
139,139,141,Marin County,CA,2020-04,1206095,258,12.1,116.0,8.0,0.0004447852760736,3.067484662576687e-05,0,0.0,0,28,46,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469,38.083403,-122.7633036,3260.123960412611,595.5335177232062
140,140,142,Butte County,CA,2020-04,333078,385,15.9,12.0,0.0,5.5104261855452347e-05,0.0,0,0.0,4,100,51,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05,39.6253952,-121.5370003,3146.725069546704,766.7142648810096
141,141,143,Yolo County,CA,2020-04,484163,306,11.8,123.0,18.0,0.0005500599252276,8.04965744235551e-05,0,0.0,16,76,38,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05,38.7646021,-121.9017954,3180.470614251112,671.1496956432893
142,142,144,El Dorado County,CA,2020-04,473276,809,15.5,31.0,0.0,0.000160540243814,0.0,0,0.0,12,176,51,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859,38.74263759999999,-120.4357631,3044.7937600605765,668.7113992730007
143,143,145,Shasta County,CA,2020-04,284115,605,15.7,17.0,3.0,9.55458760713784e-05,1.6861036953772656e-05,0,0.0,16,108,51,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277,40.7908864,-121.8474493,3175.443948458601,896.1288248245052
144,144,146,Imperial County,CA,2020-04,226218,125,28.6,486.0,9.0,0.0025358859164409,4.6960850304462845e-05,0,0.0,4,28,56,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05,33.0113694,-115.4733554,2584.418141177178,32.78695505710028
145,145,147,Kings County,CA,2020-04,244003,244,16.9,229.0,1.0,0.0014637825675641,6.392063613817085e-06,0,0.0,4,48,44,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05,36.0988489,-119.8815203,2993.458870549918,375.2889297624246
146,146,148,Madera County,CA,2020-04,293319,665,17.4,39.0,1.0,0.0002436144894402,6.246525370262792e-06,0,0.0,16,108,61,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05,37.251926,-119.6962677,2976.2955317902356,503.2477171858231
147,147,149,Napa County,CA,2020-04,696546,317,17.8,49.0,1.0,0.0003508721679603,7.160656488986911e-06,0,0.0,4,44,54,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494,38.5024689,-122.2653887,3214.094795551754,642.0506826283955
