Unnamed: 0,RegionName,State,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate,inventory_price_increased,inventory_price_decreased,median_days_on_market,Population,Area,GDP,GDP_pp,Population_Density,Violent_Crimes,Violent_Crimes_pp,Property_Crime,Property_Crimes_pp,Revenue_pp,Expenditures_pp,Hospital,Hospital_pp,School,School_pp,Public_School,Public_School_pp,Private_School,Private_School_pp
391,Calaveras County,CA,2020-08,338926,326,7.8,123.0,8.0,0.002777213303529,0.0001806317595791,0,0.0,16,76,69,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05
392,Siskiyou County,CA,2020-08,218427,189,9.1,43.0,0.0,0.0009782509782509,0.0,0,0.0,0,32,81,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665
393,Amador County,CA,2020-08,330489,169,9.8,86.0,15.0,0.0022319690638706,0.0003892969297448,0,0.0,4,36,70,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05
394,Lassen County,CA,2020-08,178162,100,6.8,85.0,0.0,0.002827207716614,0.0,0,0.0,0,12,91,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05
395,Del Norte County,CA,2020-08,275523,146,9.8,28.0,1.0,0.001016038899775,3.628710356339357e-05,0,0.0,4,12,85,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05
396,Glenn County,CA,2020-08,257821,42,8.6,99.0,2.0,0.0033733133433283,6.814774430966335e-05,0,0.0,0,8,120,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149
397,Colusa County,CA,2020-08,257267,31,10.7,99.0,2.0,0.0043818881954587,8.852299384765193e-05,0,0.0,0,12,58,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507
398,Plumas County,CA,2020-08,281027,286,8.5,9.0,0.0,0.0004737590145812,0.0,0,0.0,0,52,84,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064
399,Inyo County,CA,2020-08,370023,31,8.0,109.0,13.0,0.0059068986072725,0.0007044924944453,0,0.0,0,0,120,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05
400,Mariposa County,CA,2020-08,302775,106,10.0,12.0,0.0,0.0006743467266085,0.0,0,0.0,4,28,85,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05
401,Mono County,CA,2020-08,476614,171,11.0,14.0,1.0,0.0010027934961678,7.162810686913545e-05,0,0.0,4,40,59,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0
402,Trinity County,CA,2020-08,284373,130,6.9,21.0,0.0,0.0015725625280814,0.0,0,0.0,0,20,102,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05
403,Modoc County,CA,2020-08,134225,59,6.7,12.0,0.0,0.0012664907651715,0.0,0,0.0,0,0,83,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092
404,Sierra County,CA,2020-08,248268,39,7.7,3.0,0.0,0.0009630818619582,0.0,0,0.0,0,4,76,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0
405,Alpine County,CA,2020-08,419977,39,11.6,0.0,0.0,0.0,0.0,0,0.0,0,0,179,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0
406,Los Angeles County,CA,2020-09,683187,10482,11.9,27710.0,647.0,0.0027014229606523,6.307544769188218e-05,214,2.0895163763977475e-05,596,2468,35,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05
407,San Diego County,CA,2020-09,644814,3839,9.6,8576.0,102.0,0.0025444915141089,3.026330858665008e-05,204,6.05266171733e-05,312,1012,32,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05
408,Orange County,CA,2020-09,782708,4171,9.6,5264.0,193.0,0.0016304689549604,5.977973182130875e-05,42,1.300906081085475e-05,264,1316,36,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069
409,Riverside County,CA,2020-09,422029,4031,10.6,6612.0,125.0,0.0026789349896379,5.064532270186719e-05,20,8.37336002004204e-06,404,936,36,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05
410,San Bernardino County,CA,2020-09,381448,2820,10.5,6361.0,131.0,0.0028686776122283,5.9078252979392953e-05,5,2.5555478388032583e-06,352,616,33,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05
411,Santa Clara County,CA,2020-09,1294719,1659,7.4,3669.0,61.0,0.0018647224897526,3.1002472574247115e-05,49,2.4903625510460823e-05,52,524,28,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724
412,Alameda County,CA,2020-09,935910,1401,9.7,2590.0,77.0,0.0015362841852889,4.567331361669766e-05,40,2.4121836628732104e-05,40,364,24,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05
413,Sacramento County,CA,2020-09,413459,1307,10.0,4258.0,119.0,0.0027156045217557,7.589406718857124e-05,59,3.805332780603333e-05,168,444,32,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05
414,Contra Costa County,CA,2020-09,734367,1236,9.6,2617.0,39.0,0.0022558419583156,3.361782054807391e-05,39,3.361782054806667e-05,60,360,26,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05
415,Fresno County,CA,2020-09,289571,826,10.5,3038.0,74.0,0.0029431510704525,7.16896574106277e-05,2,1.9375583083953427e-06,48,240,29,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05
416,Kern County,CA,2020-09,248673,1292,11.9,2278.0,49.0,0.0024567242310873,5.284437547115076e-05,1,1.0784566422683826e-06,100,380,30,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05
417,Ventura County,CA,2020-09,644826,937,8.8,2111.0,33.0,0.0024755290842418,3.86984650781533e-05,8,9.38144607955232e-06,56,248,20,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026
418,San Francisco County,CA,2020-09,1429761,1702,9.0,1616.0,35.0,0.0018110906890213,3.922535526964629e-05,12,1.3448693235307297e-05,16,484,37,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483
419,San Mateo County,CA,2020-09,1435245,941,7.6,1627.0,13.0,0.0020912569521118,1.6709490090629706e-05,14,1.885173240994121e-05,16,276,29,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904
420,San Joaquin County,CA,2020-09,399859,612,11.3,1725.0,71.0,0.0022043460759445,9.072960660409302e-05,6,7.66729069893744e-06,84,160,35,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05
421,Stanislaus County,CA,2020-09,352452,389,10.3,1311.0,68.0,0.0023314832038954,0.000120931241697,4,7.113602452770124e-06,40,116,33,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05
422,Sonoma County,CA,2020-09,666675,698,7.8,1820.0,31.0,0.003664419692833,6.241593982298034e-05,2,4.026834827289055e-06,16,232,46,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905
423,Tulare County,CA,2020-09,248082,479,12.1,1813.0,30.0,0.0037425968626592,6.192934687246476e-05,0,0.0,60,156,43,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05
424,Santa Barbara County,CA,2020-09,675756,763,7.5,943.0,13.0,0.002066292265318,2.848547131403479e-05,1,2.1911901010795998e-06,20,140,49,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05
425,Monterey County,CA,2020-09,635008,423,8.1,1833.0,12.0,0.0040848435146145,2.674201973561057e-05,0,0.0,24,84,51,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05
426,Solano County,CA,2020-09,465571,355,10.1,869.0,24.0,0.0019560837807115,5.40230273153932e-05,2,4.501918942949432e-06,48,100,23,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05
427,Placer County,CA,2020-09,543087,841,7.2,547.0,20.0,0.0013660178706103,4.9945808797454775e-05,8,2.1643183812230403e-05,72,308,35,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05
428,San Luis Obispo County,CA,2020-09,659907,598,7.5,634.0,6.0,0.0022735259734205,2.151601867590421e-05,1,3.5860031126507016e-06,16,160,57,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05
429,Santa Cruz County,CA,2020-09,915380,289,8.3,580.0,6.0,0.0021167960467009,2.1897890138285174e-05,2,7.2992967127617245e-06,8,76,58,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761
430,Merced County,CA,2020-09,298744,284,10.6,807.0,27.0,0.0028077378053023,9.393918307703012e-05,2,6.9584580057059354e-06,20,56,45,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05
431,Marin County,CA,2020-09,1265328,428,7.0,525.0,22.0,0.0020130368098159,8.435582822085888e-05,4,1.5337423312883433e-05,4,132,34,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469
432,Butte County,CA,2020-09,341196,310,9.0,555.0,16.0,0.0025485721108146,7.347234914060312e-05,4,1.836808728515078e-05,12,108,46,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05
433,Yolo County,CA,2020-09,486675,205,7.3,327.0,2.0,0.0014623544353612,8.944063824839454e-06,17,7.751521981526668e-05,20,56,37,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05
434,El Dorado County,CA,2020-09,498686,548,7.7,215.0,2.0,0.0011134242716133,1.0357435084775609e-05,4,2.071487016955121e-05,40,164,37,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859
435,Shasta County,CA,2020-09,294793,400,8.0,710.0,13.0,0.0039904454123928,7.306449346634818e-05,134,0.0007568732143693334,24,116,42,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277
436,Imperial County,CA,2020-09,240767,83,22.2,677.0,21.0,0.0035324995173468,0.000109575317377,2,1.0435744512102856e-05,4,12,36,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05
437,Kings County,CA,2020-09,254769,137,10.4,1604.0,7.0,0.0102528700365626,4.474444529671959e-05,0,0.0,8,32,20,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05
438,Madera County,CA,2020-09,304855,399,9.6,690.0,16.0,0.0043101025054813,9.994440592420468e-05,0,0.0,12,96,44,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05
439,Napa County,CA,2020-09,720507,322,8.3,266.0,0.0,0.0019047346260705,0.0,0,0.0,4,68,68,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494
440,Humboldt County,CA,2020-09,341047,192,8.1,92.0,3.0,0.0006860654148458,2.237169831019105e-05,0,0.0,4,32,42,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05
441,Nevada County,CA,2020-09,504198,520,7.7,94.0,1.0,0.0009522844696585,1.0130685847431873e-05,1,1.0130685847431871e-05,8,108,54,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05
442,Sutter County,CA,2020-09,331660,103,9.4,272.0,1.0,0.0025721769884724,9.456533045854729e-06,0,0.0,0,48,34,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05
443,Mendocino County,CA,2020-09,432113,222,8.6,273.0,2.0,0.003086873438189,2.2614457422630288e-05,0,0.0,4,36,63,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428
444,Yuba County,CA,2020-09,306499,121,10.1,195.0,3.0,0.0024593265228906,3.783579265985622e-05,1,1.2611930886618741e-05,8,32,39,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05
445,Lake County,CA,2020-09,260334,291,8.9,232.0,7.0,0.0035763284056049,0.0001079064605139,0,0.0,4,64,62,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879
446,Tehama County,CA,2020-09,250926,224,8.1,200.0,4.0,0.0030355923199514,6.071184639902861e-05,12,0.00018719485973033335,4,28,56,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212
448,San Benito County,CA,2020-09,654605,69,8.9,191.0,4.0,0.0029833494736184,6.24785230077161e-05,0,0.0,8,24,47,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984
449,Calaveras County,CA,2020-09,343832,347,7.3,43.0,9.0,0.0009708957077378,0.0002032107295265,0,0.0,28,60,44,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05
450,Siskiyou County,CA,2020-09,220203,162,8.0,23.0,0.0,0.0005232505232505,0.0,4,9.100009100006667e-05,0,12,83,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665
451,Amador County,CA,2020-09,335190,166,8.9,25.0,0.0,0.0006488282162414,0.0,0,0.0,4,48,49,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05
452,Lassen County,CA,2020-09,178842,103,6.3,26.0,0.0,0.0008647929486113,0.0,1,3.326126725428238e-05,0,12,82,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05
453,Del Norte County,CA,2020-09,271980,129,8.9,30.0,0.0,0.0010886131069018,0.0,0,0.0,0,12,76,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05
454,Glenn County,CA,2020-09,259632,50,7.6,127.0,0.0,0.0043273817636636,0.0,1,5.67897869247e-05,0,8,88,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149
455,Colusa County,CA,2020-09,259460,33,10.0,59.0,0.0,0.0026114283185057,0.0,0,0.0,0,8,64,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507
456,Plumas County,CA,2020-09,282683,245,7.8,8.0,0.0,0.0004211191240722,0.0,0,0.0,4,16,102,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064
457,Inyo County,CA,2020-09,370730,32,7.5,15.0,1.0,0.0008128759551292,5.419173034194982e-05,0,0.0,0,8,100,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05
458,Mariposa County,CA,2020-09,305210,100,9.5,4.0,0.0,0.0002247822422028,0.0,0,0.0,0,24,73,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05
459,Mono County,CA,2020-09,480301,124,10.0,6.0,0.0,0.0004297686412148,0.0,0,0.0,0,28,60,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0
460,Trinity County,CA,2020-09,287210,129,6.5,11.0,0.0,0.000823723228995,0.0,1,7.488392990863333e-05,0,8,96,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05
461,Modoc County,CA,2020-09,135204,57,6.1,11.0,0.0,0.0011609498680738,0.0,0,0.0,0,4,80,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092
462,Sierra County,CA,2020-09,248779,31,6.5,0.0,0.0,0.0,0.0,0,0.0,0,0,56,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0
463,Alpine County,CA,2020-09,421041,43,11.0,1.0,0.0,0.000895255147717,0.0,0,0.0,0,0,73,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0
464,Los Angeles County,CA,2020-10,693188,10950,10.8,38362.0,472.0,0.0037398768537186,4.601485519407788e-05,142,1.3875948564880855e-05,592,2636,36,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05
465,San Diego County,CA,2020-10,655932,3803,8.4,10231.0,96.0,0.0030355285308825,2.848311396390596e-05,83,2.4724925315890566e-05,392,1160,24,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05
466,Orange County,CA,2020-10,793156,4142,8.2,6535.0,129.0,0.0020241479142603,3.995640106191103e-05,28,8.879200235980228e-06,244,1308,35,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069
467,Riverside County,CA,2020-10,427508,4125,9.3,9452.0,97.0,0.0038295967214243,3.930077041664894e-05,8,3.511409040662795e-06,388,1032,36,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05
468,San Bernardino County,CA,2020-10,387031,2871,9.4,11078.0,128.0,0.0049959456985169,5.772531588826181e-05,4,1.8039161215081824e-06,364,708,32,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05
469,Santa Clara County,CA,2020-10,1312779,1676,6.4,3867.0,48.0,0.0019653534663051,2.4395388255145278e-05,13,6.607084319101845e-06,48,456,25,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724
470,Alameda County,CA,2020-10,950178,1476,8.4,2642.0,30.0,0.0015671285009781,1.7794797512999094e-05,5,2.9657995854998495e-06,64,376,23,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05
471,Sacramento County,CA,2020-10,420493,1334,8.8,3825.0,68.0,0.0024394521596326,4.336803839346929e-05,29,1.8495192844273653e-05,152,504,32,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05
472,Contra Costa County,CA,2020-10,745823,1281,8.4,2240.0,20.0,0.0019308696930175,1.7239907973371235e-05,5,4.597308792898996e-06,52,344,23,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05
473,Fresno County,CA,2020-10,292299,829,9.7,3240.0,36.0,0.0031388444596004,3.487604955111618e-05,0,0.0,48,236,29,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05
474,Kern County,CA,2020-10,250874,1273,10.6,2299.0,32.0,0.002479371820575,3.451061255258824e-05,0,0.0,80,348,33,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05
475,Ventura County,CA,2020-10,652484,972,7.6,1800.0,10.0,0.0021108253678992,1.17268075994404e-05,5,5.863403799720199e-06,48,264,35,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026
476,San Francisco County,CA,2020-10,1424861,1899,7.6,1276.0,31.0,0.0014300443806876,3.4742457524543866e-05,8,9.712945114388607e-06,24,488,38,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483
477,San Mateo County,CA,2020-10,1444833,994,6.6,1336.0,13.0,0.00171722144316,1.6709490090629706e-05,2,2.5706907831738005e-06,32,288,29,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904
478,San Joaquin County,CA,2020-10,405524,597,10.2,2001.0,29.0,0.0025570414480956,3.705857171153096e-05,1,1.2778817831562403e-06,76,140,34,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05
