,RegionName,State_x,Date,Price,Housing Inventory,UnemploymentRate,cases,cases_rate,deaths,death_rate,fully_vaccinated,fully_vaccinated_rate,Population,Area,GDP,GDPpp
377,Shasta County,CA,2020-08,289916.0,408.0,8.7,144.0,0.000809329773781,3.0,1.6861036953772656e-05,0.0,0.0,182139,3786,7437919,40.8364985
378,Imperial County,CA,2020-08,234830.0,86.0,24.8,957.0,0.0049935037490412,34.0,0.0001774076567057,0.0,0.0,179851,4175,8155429,45.34547487
379,Kings County,CA,2020-08,250878.0,109.0,11.0,1624.0,0.0103807113088389,16.0,0.000102273017821,0.0,0.0,153443,1390,5924008,38.60722223
380,Madera County,CA,2020-08,301330.0,403.0,10.5,1113.0,0.0069523827371024,44.0,0.0002748471162915,0.0,0.0,159410,2138,6012170,37.71513707
381,Napa County,CA,2020-08,710469.0,327.0,9.3,333.0,0.0023844986108326,3.0,2.1481969466960733e-05,0.0,0.0,136207,754,9870652,72.46802294
382,Humboldt County,CA,2020-08,337734.0,215.0,9.4,161.0,0.0012006144759802,0.0,0.0,0.0,0.0,136310,3573,4986467,36.58181351
383,Nevada County,CA,2020-08,490804.0,507.0,8.6,121.0,0.0012258129875392,3.0,3.039205754229561e-05,0.0,0.0,103487,958,3940019,38.07259849
384,Sutter County,CA,2020-08,328915.0,112.0,10.1,548.0,0.0051821801091283,4.0,3.7826132183418914e-05,0.0,0.0,99063,603,3095179,31.24455145
385,Mendocino County,CA,2020-08,423427.0,221.0,9.5,341.0,0.0038557649905584,7.0,7.915060097920602e-05,0.0,0.0,91305,3509,3261212,35.71778106
386,Yuba County,CA,2020-08,302866.0,134.0,10.8,402.0,0.0050699962164207,1.0,1.261193088661874e-05,0.0,0.0,83421,630,2948046,35.33937498
387,Lake County,CA,2020-08,254328.0,288.0,9.5,129.0,0.0019885619151855,2.0,3.0830417289698016e-05,0.0,0.0,68766,1258,1768943,25.7240933
388,Tehama County,CA,2020-08,248555.0,214.0,8.9,165.0,0.0025043636639599,1.0,1.5177961599757151e-05,0.0,0.0,65498,2951,1882273,28.73786986
390,San Benito County,CA,2020-08,649358.0,76.0,9.6,444.0,0.0069351160538564,3.0,4.685889225578707e-05,0.0,0.0,66677,1389,2075377,31.1258305
391,Calaveras County,CA,2020-08,338926.0,326.0,7.8,123.0,0.002777213303529,8.0,0.0001806317595791,0.0,0.0,46221,1020,1292735,27.96856407
392,Siskiyou County,CA,2020-08,218427.0,189.0,9.1,43.0,0.0009782509782509,0.0,0.0,0.0,0.0,44118,6287,1546848,35.06160751
393,Amador County,CA,2020-08,330489.0,169.0,9.8,86.0,0.0022319690638706,15.0,0.0003892969297448,0.0,0.0,41259,606,1570431,38.06274995
394,Lassen County,CA,2020-08,178162.0,100.0,6.8,85.0,0.002827207716614,0.0,0.0,0.0,0.0,33159,4558,1071059,32.30070267
395,Del Norte County,CA,2020-08,275523.0,146.0,9.8,28.0,0.001016038899775,1.0,3.628710356339357e-05,0.0,0.0,28100,1008,688089,24.48715302
396,Glenn County,CA,2020-08,257821.0,42.0,8.6,99.0,0.0033733133433283,2.0,6.814774430966335e-05,0.0,0.0,28805,1315,982720,34.11629925
397,Colusa County,CA,2020-08,257267.0,31.0,10.7,99.0,0.0043818881954587,2.0,8.852299384765193e-05,0.0,0.0,21917,1151,1199687,54.73773783
398,Plumas County,CA,2020-08,281027.0,286.0,8.5,9.0,0.0004737590145812,0.0,0.0,0.0,0.0,19915,2554,1006000,50.51468742
399,Inyo County,CA,2020-08,370023.0,31.0,8.0,109.0,0.0059068986072725,13.0,0.0007044924944453,0.0,0.0,18970,10192,1224445,64.54638904
400,Mariposa County,CA,2020-08,302775.0,106.0,10.0,12.0,0.0006743467266085,0.0,0.0,0.0,0.0,17147,1451,664863,38.77430454
401,Mono County,CA,2020-08,476614.0,171.0,11.0,14.0,0.0010027934961678,1.0,7.162810686913545e-05,0.0,0.0,13247,3044,1027563,77.56948743
402,Trinity County,CA,2020-08,284373.0,130.0,6.9,21.0,0.0015725625280814,0.0,0.0,0.0,0.0,16060,3179,371527,23.13368618
403,Modoc County,CA,2020-08,134225.0,59.0,6.7,12.0,0.0012664907651715,0.0,0.0,0.0,0.0,8661,3944,357793,41.31081861
404,Sierra County,CA,2020-08,248268.0,39.0,7.7,3.0,0.0009630818619582,0.0,0.0,0.0,0.0,3283,953,82019,24.98294243
405,Alpine County,CA,2020-08,419977.0,39.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1235,739,99643,80.68259109
406,Los Angeles County,CA,2020-09,683187.0,10482.0,11.9,27710.0,0.0027014229606523,647.0,6.307544769188218e-05,643.0,6.268549129193243e-05,9829544,4060,662418536,67.39056624
407,San Diego County,CA,2020-09,644814.0,3839.0,9.6,8576.0,0.0025444915141089,102.0,3.026330858665008e-05,612.0,0.0001815798515199,3286069,4204,203932550,62.05972851
408,Orange County,CA,2020-09,782708.0,4171.0,9.6,5264.0,0.0016304689549604,193.0,5.977973182130875e-05,126.0,3.902718243256425e-05,3167809,948,220075102,69.4723394
409,Riverside County,CA,2020-09,422029.0,4031.0,10.6,6612.0,0.0026789349896379,125.0,5.064532270186719e-05,62.0,2.512008006012612e-05,2458395,7208,75327830,30.64106053
410,San Bernardino County,CA,2020-09,381448.0,2820.0,10.5,6361.0,0.0028686776122283,131.0,5.9078252979392953e-05,17.0,7.666643516409775e-06,2194710,20062,78146465,35.60673848
411,Santa Clara County,CA,2020-09,1294719.0,1659.0,7.4,3669.0,0.0018647224897526,61.0,3.1002472574247115e-05,147.0,7.471087653138246e-05,1885508,1291,282946368,150.0637324
412,Alameda County,CA,2020-09,935910.0,1401.0,9.7,2590.0,0.0015362841852889,77.0,4.567331361669766e-05,122.0,7.236550988619631e-05,1648556,738,119117078,72.25540291
413,Sacramento County,CA,2020-09,413459.0,1307.0,10.0,4258.0,0.0027156045217557,119.0,7.589406718857124e-05,179.0,0.0001141599834181,1588921,966,77961074,49.06541861
414,Contra Costa County,CA,2020-09,734367.0,1236.0,9.6,2617.0,0.0022558419583156,39.0,3.361782054807391e-05,117.0,0.0001008534616442,1161413,720,71878033,61.88843504
415,Fresno County,CA,2020-09,289571.0,826.0,10.5,3038.0,0.0029431510704525,74.0,7.16896574106277e-05,6.0,5.812674925186029e-06,1013581,5963,39921581,39.38667063
416,Kern County,CA,2020-09,248673.0,1292.0,11.9,2278.0,0.0024567242310873,49.0,5.284437547115076e-05,3.0,3.235369926805148e-06,917673,8142,46781960,50.97889989
417,Ventura County,CA,2020-09,644826.0,937.0,8.8,2111.0,0.0024755290842418,33.0,3.86984650781533e-05,24.0,2.814433823865696e-05,839784,1846,46470387,55.33611857
418,San Francisco County,CA,2020-09,1429761.0,1702.0,9.0,1616.0,0.0018110906890213,35.0,3.922535526964629e-05,36.0,4.034607970592189e-05,815201,47,155258114,190.4537826
419,San Mateo County,CA,2020-09,1435245.0,941.0,7.6,1627.0,0.0020912569521118,13.0,1.6709490090629706e-05,44.0,5.655519722982363e-05,737888,449,113829269,154.2636132
420,San Joaquin County,CA,2020-09,399859.0,612.0,11.3,1725.0,0.0022043460759445,71.0,9.072960660409302e-05,18.0,2.3001872096812323e-05,789410,1399,26787016,33.93295753
421,Stanislaus County,CA,2020-09,352452.0,389.0,10.3,1311.0,0.0023314832038954,68.0,0.000120931241697,12.0,2.1340807358310373e-05,552999,1495,20632799,37.31073474
422,Sonoma County,CA,2020-09,666675.0,698.0,7.8,1820.0,0.003664419692833,31.0,6.241593982298034e-05,6.0,1.2080504481867164e-05,485887,1576,26325465,54.18022092
423,Tulare County,CA,2020-09,248082.0,479.0,12.1,1813.0,0.0037425968626592,30.0,6.192934687246476e-05,0.0,0.0,477054,4824,16847054,35.31477359
424,Santa Barbara County,CA,2020-09,675756.0,763.0,7.5,943.0,0.002066292265318,13.0,2.848547131403479e-05,3.0,6.573570303238799e-06,446475,2738,25885092,57.97657652
425,Monterey County,CA,2020-09,635008.0,423.0,8.1,1833.0,0.0040848435146145,12.0,2.674201973561057e-05,0.0,0.0,437325,3322,25122789,57.44649631
426,Solano County,CA,2020-09,465571.0,355.0,10.1,869.0,0.0019560837807115,24.0,5.40230273153932e-05,6.0,1.3505756828848297e-05,451716,828,20899701,46.26734718
427,Placer County,CA,2020-09,543087.0,841.0,7.2,547.0,0.0013660178706103,20.0,4.9945808797454775e-05,26.0,6.49295514366912e-05,412300,1407,19894372,48.2521756
428,San Luis Obispo County,CA,2020-09,659907.0,598.0,7.5,634.0,0.0022735259734205,6.0,2.151601867590421e-05,3.0,1.0758009337952104e-05,283159,3304,15449070,54.55969967
429,Santa Cruz County,CA,2020-09,915380.0,289.0,8.3,580.0,0.0021167960467009,6.0,2.1897890138285174e-05,6.0,2.1897890138285174e-05,267792,446,12786326,47.74722919
430,Merced County,CA,2020-09,298744.0,284.0,10.6,807.0,0.0028077378053023,27.0,9.393918307703012e-05,6.0,2.0875374017117806e-05,286461,1929,9012107,31.46015339
431,Marin County,CA,2020-09,1265328.0,428.0,7.0,525.0,0.0020130368098159,22.0,8.435582822085888e-05,12.0,4.6012269938650296e-05,260206,520,22815861,87.68383896
432,Butte County,CA,2020-09,341196.0,310.0,9.0,555.0,0.0025485721108146,16.0,7.347234914060312e-05,12.0,5.5104261855452347e-05,208309,1640,8434322,40.48947477
433,Yolo County,CA,2020-09,486675.0,205.0,7.3,327.0,0.0014623544353612,2.0,8.944063824839454e-06,52.0,0.0002325456594458,216986,1012,13013233,59.97268487
434,El Dorado County,CA,2020-09,498686.0,548.0,7.7,215.0,0.0011134242716133,2.0,1.0357435084775609e-05,12.0,6.214461050865363e-05,193221,1712,7238157,37.46050895
435,Shasta County,CA,2020-09,294793.0,400.0,8.0,710.0,0.0039904454123928,13.0,7.306449346634818e-05,404.0,0.002270619643108,182139,3786,7437919,40.8364985
436,Imperial County,CA,2020-09,240767.0,83.0,22.2,677.0,0.0035324995173468,21.0,0.000109575317377,6.0,3.130723353630857e-05,179851,4175,8155429,45.34547487
437,Kings County,CA,2020-09,254769.0,137.0,10.4,1604.0,0.0102528700365626,7.0,4.474444529671959e-05,0.0,0.0,153443,1390,5924008,38.60722223
438,Madera County,CA,2020-09,304855.0,399.0,9.6,690.0,0.0043101025054813,16.0,9.994440592420468e-05,0.0,0.0,159410,2138,6012170,37.71513707
439,Napa County,CA,2020-09,720507.0,322.0,8.3,266.0,0.0019047346260705,0.0,0.0,0.0,0.0,136207,754,9870652,72.46802294
440,Humboldt County,CA,2020-09,341047.0,192.0,8.1,92.0,0.0006860654148458,3.0,2.237169831019105e-05,0.0,0.0,136310,3573,4986467,36.58181351
441,Nevada County,CA,2020-09,504198.0,520.0,7.7,94.0,0.0009522844696585,1.0,1.0130685847431873e-05,3.0,3.039205754229561e-05,103487,958,3940019,38.07259849
442,Sutter County,CA,2020-09,331660.0,103.0,9.4,272.0,0.0025721769884724,1.0,9.456533045854729e-06,0.0,0.0,99063,603,3095179,31.24455145
443,Mendocino County,CA,2020-09,432113.0,222.0,8.6,273.0,0.003086873438189,2.0,2.2614457422630288e-05,0.0,0.0,91305,3509,3261212,35.71778106
444,Yuba County,CA,2020-09,306499.0,121.0,10.1,195.0,0.0024593265228906,3.0,3.783579265985622e-05,3.0,3.783579265985622e-05,83421,630,2948046,35.33937498
445,Lake County,CA,2020-09,260334.0,291.0,8.9,232.0,0.0035763284056049,7.0,0.0001079064605139,0.0,0.0,68766,1258,1768943,25.7240933
446,Tehama County,CA,2020-09,250926.0,224.0,8.1,200.0,0.0030355923199514,4.0,6.071184639902861e-05,37.0,0.000561584579191,65498,2951,1882273,28.73786986
448,San Benito County,CA,2020-09,654605.0,69.0,8.9,191.0,0.0029833494736184,4.0,6.24785230077161e-05,0.0,0.0,66677,1389,2075377,31.1258305
449,Calaveras County,CA,2020-09,343832.0,347.0,7.3,43.0,0.0009708957077378,9.0,0.0002032107295265,0.0,0.0,46221,1020,1292735,27.96856407
450,Siskiyou County,CA,2020-09,220203.0,162.0,8.0,23.0,0.0005232505232505,0.0,0.0,12.0,0.0002730002730002,44118,6287,1546848,35.06160751
451,Amador County,CA,2020-09,335190.0,166.0,8.9,25.0,0.0006488282162414,0.0,0.0,0.0,0.0,41259,606,1570431,38.06274995
452,Lassen County,CA,2020-09,178842.0,103.0,6.3,26.0,0.0008647929486113,0.0,0.0,3.0,9.978380176284716e-05,33159,4558,1071059,32.30070267
453,Del Norte County,CA,2020-09,271980.0,129.0,8.9,30.0,0.0010886131069018,0.0,0.0,0.0,0.0,28100,1008,688089,24.48715302
454,Glenn County,CA,2020-09,259632.0,50.0,7.6,127.0,0.0043273817636636,0.0,0.0,5.0,0.0001703693607741,28805,1315,982720,34.11629925
455,Colusa County,CA,2020-09,259460.0,33.0,10.0,59.0,0.0026114283185057,0.0,0.0,0.0,0.0,21917,1151,1199687,54.73773783
456,Plumas County,CA,2020-09,282683.0,245.0,7.8,8.0,0.0004211191240722,0.0,0.0,0.0,0.0,19915,2554,1006000,50.51468742
457,Inyo County,CA,2020-09,370730.0,32.0,7.5,15.0,0.0008128759551292,1.0,5.419173034194982e-05,0.0,0.0,18970,10192,1224445,64.54638904
458,Mariposa County,CA,2020-09,305210.0,100.0,9.5,4.0,0.0002247822422028,0.0,0.0,0.0,0.0,17147,1451,664863,38.77430454
459,Mono County,CA,2020-09,480301.0,124.0,10.0,6.0,0.0004297686412148,0.0,0.0,0.0,0.0,13247,3044,1027563,77.56948743
460,Trinity County,CA,2020-09,287210.0,129.0,6.5,11.0,0.000823723228995,0.0,0.0,3.0,0.0002246517897259,16060,3179,371527,23.13368618
461,Modoc County,CA,2020-09,135204.0,57.0,6.1,11.0,0.0011609498680738,0.0,0.0,0.0,0.0,8661,3944,357793,41.31081861
462,Sierra County,CA,2020-09,248779.0,31.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3283,953,82019,24.98294243
463,Alpine County,CA,2020-09,421041.0,43.0,11.0,1.0,0.000895255147717,0.0,0.0,0.0,0.0,1235,739,99643,80.68259109
464,Los Angeles County,CA,2020-10,693188.0,10950.0,10.8,38362.0,0.0037398768537186,472.0,4.601485519407788e-05,427.0,4.162784569464256e-05,9829544,4060,662418536,67.39056624
465,San Diego County,CA,2020-10,655932.0,3803.0,8.4,10231.0,0.0030355285308825,96.0,2.848311396390596e-05,250.0,7.41747759476717e-05,3286069,4204,203932550,62.05972851
466,Orange County,CA,2020-10,793156.0,4142.0,8.2,6535.0,0.0020241479142603,129.0,3.995640106191103e-05,86.0,2.663760070794068e-05,3167809,948,220075102,69.4723394
467,Riverside County,CA,2020-10,427508.0,4125.0,9.3,9452.0,0.0038295967214243,97.0,3.930077041664894e-05,26.0,1.0534227121988384e-05,2458395,7208,75327830,30.64106053
468,San Bernardino County,CA,2020-10,387031.0,2871.0,9.4,11078.0,0.0049959456985169,128.0,5.772531588826181e-05,12.0,5.411748364524547e-06,2194710,20062,78146465,35.60673848
469,Santa Clara County,CA,2020-10,1312779.0,1676.0,6.4,3867.0,0.0019653534663051,48.0,2.4395388255145278e-05,39.0,1.9821252957305536e-05,1885508,1291,282946368,150.0637324
470,Alameda County,CA,2020-10,950178.0,1476.0,8.4,2642.0,0.0015671285009781,30.0,1.7794797512999094e-05,15.0,8.897398756499549e-06,1648556,738,119117078,72.25540291
471,Sacramento County,CA,2020-10,420493.0,1334.0,8.8,3825.0,0.0024394521596326,68.0,4.336803839346929e-05,87.0,5.548557853282096e-05,1588921,966,77961074,49.06541861
472,Contra Costa County,CA,2020-10,745823.0,1281.0,8.4,2240.0,0.0019308696930175,20.0,1.7239907973371235e-05,16.0,1.3791926378696988e-05,1161413,720,71878033,61.88843504
473,Fresno County,CA,2020-10,292299.0,829.0,9.7,3240.0,0.0031388444596004,36.0,3.487604955111618e-05,0.0,0.0,1013581,5963,39921581,39.38667063
474,Kern County,CA,2020-10,250874.0,1273.0,10.6,2299.0,0.002479371820575,32.0,3.451061255258824e-05,0.0,0.0,917673,8142,46781960,50.97889989
475,Ventura County,CA,2020-10,652484.0,972.0,7.6,1800.0,0.0021108253678992,10.0,1.17268075994404e-05,15.0,1.7590211399160597e-05,839784,1846,46470387,55.33611857
476,San Francisco County,CA,2020-10,1424861.0,1899.0,7.6,1276.0,0.0014300443806876,31.0,3.4742457524543866e-05,26.0,2.9138835343165822e-05,815201,47,155258114,190.4537826
477,San Mateo County,CA,2020-10,1444833.0,994.0,6.6,1336.0,0.00171722144316,13.0,1.6709490090629706e-05,6.0,7.712072349521402e-06,737888,449,113829269,154.2636132
478,San Joaquin County,CA,2020-10,405524.0,597.0,10.2,2001.0,0.0025570414480956,29.0,3.705857171153096e-05,3.0,3.833645349468721e-06,789410,1399,26787016,33.93295753
479,Stanislaus County,CA,2020-10,356457.0,421.0,9.4,1425.0,0.0025342208737993,22.0,3.912481349023568e-05,3.0,5.335201839577594e-06,552999,1495,20632799,37.31073474
480,Sonoma County,CA,2020-10,677384.0,788.0,6.9,2131.0,0.0042905925084764,19.0,3.825493085924602e-05,3.0,6.040252240933582e-06,485887,1576,26325465,54.18022092
481,Tulare County,CA,2020-10,250533.0,476.0,11.1,1718.0,0.0035464872642298,21.0,4.335054281072534e-05,3.0,6.192934687246476e-06,477054,4824,16847054,35.31477359
482,Santa Barbara County,CA,2020-10,686969.0,711.0,6.6,810.0,0.0017748639818744,13.0,2.848547131403479e-05,2.0,4.382380202159199e-06,446475,2738,25885092,57.97657652
483,Monterey County,CA,2020-10,642708.0,415.0,7.4,1663.0,0.0037059982350266,26.0,5.7941042760489546e-05,0.0,0.0,437325,3322,25122789,57.44649631
484,Solano County,CA,2020-10,473446.0,349.0,9.0,1390.0,0.0031288336653498,9.0,2.0258635243272445e-05,3.0,6.752878414424148e-06,451716,828,20899701,46.26734718
485,Placer County,CA,2020-10,552938.0,789.0,6.3,991.0,0.0024748148259138,7.0,1.7481033079109165e-05,11.0,2.7470194838600115e-05,412300,1407,19894372,48.2521756
486,San Luis Obispo County,CA,2020-10,667148.0,535.0,6.4,745.0,0.0026715723189247,3.0,1.0758009337952104e-05,0.0,0.0,283159,3304,15449070,54.55969967
487,Santa Cruz County,CA,2020-10,930898.0,283.0,7.4,536.0,0.0019562115190201,15.0,5.474472534571295e-05,0.0,0.0,267792,446,12786326,47.74722919
488,Merced County,CA,2020-10,300842.0,310.0,9.7,802.0,0.002790341660288,13.0,4.522997703708858e-05,0.0,0.0,286461,1929,9012107,31.46015339
489,Marin County,CA,2020-10,1279421.0,448.0,6.0,420.0,0.0016104294478527,10.0,3.834355828220858e-05,0.0,0.0,260206,520,22815861,87.68383896
490,Butte County,CA,2020-10,345197.0,336.0,8.0,317.0,0.0014556709173481,10.0,4.592021821287696e-05,3.0,1.3776065463863083e-05,208309,1640,8434322,40.48947477
491,Yolo County,CA,2020-10,493171.0,207.0,6.5,515.0,0.0023030964348961,8.0,3.5776255299357824e-05,24.0,0.000107328765898,216986,1012,13013233,59.97268487
492,El Dorado County,CA,2020-10,513448.0,565.0,6.7,271.0,0.001403432453987,0.0,0.0,3.0,1.5536152627163412e-05,193221,1712,7238157,37.46050895
493,Shasta County,CA,2020-10,300224.0,452.0,7.3,1285.0,0.0072221441618659,11.0,6.182380216383307e-05,83.0,0.0004664886890543,182139,3786,7437919,40.8364985
494,Imperial County,CA,2020-10,245744.0,82.0,20.0,1268.0,0.0066162620206732,15.0,7.82680838407714e-05,0.0,0.0,179851,4175,8155429,45.34547487
495,Kings County,CA,2020-10,258104.0,159.0,9.8,913.0,0.0058359540794149,2.0,1.278412722763417e-05,0.0,0.0,153443,1390,5924008,38.60722223
496,Madera County,CA,2020-10,308456.0,369.0,8.9,527.0,0.0032919188701284,6.0,3.747915222157675e-05,3.0,1.8739576110788376e-05,159410,2138,6012170,37.71513707
497,Napa County,CA,2020-10,733030.0,316.0,7.4,432.0,0.0030934036032423,3.0,2.1481969466960733e-05,0.0,0.0,136207,754,9870652,72.46802294
498,Humboldt County,CA,2020-10,344798.0,167.0,7.3,74.0,0.0005518352249847,2.0,1.491446554012737e-05,0.0,0.0,136310,3573,4986467,36.58181351
499,Nevada County,CA,2020-10,519906.0,525.0,6.8,133.0,0.0013473812177084,2.0,2.0261371694863745e-05,3.0,3.039205754229561e-05,103487,958,3940019,38.07259849
500,Sutter County,CA,2020-10,338830.0,121.0,8.6,230.0,0.0021750026005465,1.0,9.456533045854729e-06,3.0,2.8369599137564182e-05,99063,603,3095179,31.24455145
501,Mendocino County,CA,2020-10,439474.0,220.0,7.8,182.0,0.0020579156254593,2.0,2.2614457422630288e-05,0.0,0.0,91305,3509,3261212,35.71778106
502,Yuba County,CA,2020-10,310842.0,125.0,9.3,216.0,0.0027241770715096,1.0,1.261193088661874e-05,0.0,0.0,83421,630,2948046,35.33937498
503,Lake County,CA,2020-10,266156.0,277.0,8.3,151.0,0.0023276965053722,8.0,0.0001233216691587,0.0,0.0,68766,1258,1768943,25.7240933
504,Tehama County,CA,2020-10,252507.0,237.0,7.3,371.0,0.0056310237535099,9.0,0.0001366016543978,0.0,0.0,65498,2951,1882273,28.73786986
506,San Benito County,CA,2020-10,660669.0,63.0,7.9,120.0,0.0018743556902314,2.0,3.123926150385805e-05,0.0,0.0,66677,1389,2075377,31.1258305
507,Calaveras County,CA,2020-10,351144.0,340.0,6.6,36.0,0.000812842918106,4.0,9.0315879789564e-05,0.0,0.0,46221,1020,1292735,27.96856407
508,Siskiyou County,CA,2020-10,221305.0,160.0,7.3,82.0,0.0018655018655018,0.0,0.0,3.0,6.825006825006825e-05,44118,6287,1546848,35.06160751
509,Amador County,CA,2020-10,341125.0,181.0,8.0,72.0,0.0018686252627754,0.0,0.0,0.0,0.0,41259,606,1570431,38.06274995
510,Lassen County,CA,2020-10,179759.0,100.0,5.4,45.0,0.0014967570264427,1.0,3.326126725428239e-05,0.0,0.0,33159,4558,1071059,32.30070267
511,Del Norte County,CA,2020-10,269058.0,113.0,8.3,42.0,0.0015240583496625,0.0,0.0,0.0,0.0,28100,1008,688089,24.48715302
512,Glenn County,CA,2020-10,260636.0,53.0,6.8,103.0,0.0035096088319476,0.0,0.0,0.0,0.0,28805,1315,982720,34.11629925
513,Colusa County,CA,2020-10,260325.0,32.0,9.2,41.0,0.0018147213738768,0.0,0.0,0.0,0.0,21917,1151,1199687,54.73773783
514,Plumas County,CA,2020-10,284123.0,234.0,7.5,44.0,0.0023161551823972,0.0,0.0,0.0,0.0,19915,2554,1006000,50.51468742
515,Inyo County,CA,2020-10,371706.0,28.0,6.8,55.0,0.0029805451688072,1.0,5.419173034194982e-05,0.0,0.0,18970,10192,1224445,64.54638904
516,Mariposa County,CA,2020-10,307265.0,94.0,8.8,6.0,0.0003371733633042,0.0,0.0,0.0,0.0,17147,1451,664863,38.77430454
517,Mono County,CA,2020-10,483522.0,112.0,10.2,94.0,0.0067330420456987,0.0,0.0,0.0,0.0,13247,3044,1027563,77.56948743
518,Trinity County,CA,2020-10,288336.0,132.0,6.2,47.0,0.0035195447057061,0.0,0.0,0.0,0.0,16060,3179,371527,23.13368618
519,Modoc County,CA,2020-10,136321.0,54.0,5.9,23.0,0.0024274406332453,0.0,0.0,0.0,0.0,8661,3944,357793,41.31081861
520,Sierra County,CA,2020-10,251363.0,35.0,5.6,1.0,0.0003210272873194,0.0,0.0,0.0,0.0,3283,953,82019,24.98294243
521,Alpine County,CA,2020-10,419610.0,41.0,10.3,7.0,0.0062667860340196,0.0,0.0,0.0,0.0,1235,739,99643,80.68259109
522,Los Angeles County,CA,2020-11,700929.0,10728.0,10.7,119645.0,0.0116640833679988,763.0,7.438418329042677e-05,343.0,3.343876129569648e-05,9829544,4060,662418536,67.39056624
523,San Diego County,CA,2020-11,668101.0,3524.0,6.8,31086.0,0.0092231883404372,152.0,4.509826377618444e-05,277.0,8.218565175002023e-05,3286069,4204,203932550,62.05972851
524,Orange County,CA,2020-11,800158.0,3771.0,6.6,25454.0,0.0078841103304642,176.0,5.451415958834376e-05,166.0,5.141676415718783e-05,3167809,948,220075102,69.4723394
525,Riverside County,CA,2020-11,433756.0,3967.0,7.7,31319.0,0.0126892868935982,226.0,9.156674344497588e-05,18.0,7.2929264690688785e-06,2458395,7208,75327830,30.64106053
526,San Bernardino County,CA,2020-11,392388.0,2732.0,7.9,41006.0,0.0184928461196411,278.0,0.0001253721704448,24.0,1.082349672904909e-05,2194710,20062,78146465,35.60673848
527,Santa Clara County,CA,2020-11,1326230.0,1572.0,5.2,13670.0,0.0069476032801632,77.0,3.913426865929554e-05,81.0,4.1167217680557696e-05,1885508,1291,282946368,150.0637324
528,Alameda County,CA,2020-11,965245.0,1346.0,6.8,8441.0,0.0050068628602408,38.0,2.2540076849798854e-05,11.0,6.52475908809967e-06,1648556,738,119117078,72.25540291
529,Sacramento County,CA,2020-11,427162.0,1196.0,7.3,14561.0,0.0092865001036368,150.0,9.566479057382933e-05,26.0,1.658189703279709e-05,1588921,966,77961074,49.06541861
530,Contra Costa County,CA,2020-11,755382.0,1155.0,6.9,6709.0,0.0057831271296673,20.0,1.723990797337124e-05,17.0,1.465392177736555e-05,1161413,720,71878033,61.88843504
531,Fresno County,CA,2020-11,295285.0,745.0,8.5,10560.0,0.0102303078683274,82.0,7.943989064420907e-05,3.0,2.9063374625930147e-06,1013581,5963,39921581,39.38667063
532,Kern County,CA,2020-11,253776.0,1183.0,9.0,9319.0,0.010050137449299,43.0,4.637363561754047e-05,3.0,3.235369926805148e-06,917673,8142,46781960,50.97889989
533,Ventura County,CA,2020-11,659658.0,838.0,6.4,7202.0,0.0084456468331169,30.0,3.5180422798321193e-05,12.0,1.4072169119328478e-05,839784,1846,46470387,55.33611857
534,San Francisco County,CA,2020-11,1412432.0,1681.0,5.9,3888.0,0.0043573766082395,14.0,1.5690142107858518e-05,9.0,1.0086519926480476e-05,815201,47,155258114,190.4537826
535,San Mateo County,CA,2020-11,1446102.0,890.0,5.3,4094.0,0.0052622040331567,15.0,1.9280180873803506e-05,31.0,3.984570713919392e-05,737888,449,113829269,154.2636132
536,San Joaquin County,CA,2020-11,412945.0,534.0,8.7,6183.0,0.007901143065255,47.0,6.006044380834329e-05,3.0,3.833645349468721e-06,789410,1399,26787016,33.93295753
537,Stanislaus County,CA,2020-11,359905.0,427.0,8.1,5547.0,0.0098647882013789,58.0,0.0001031472355651,0.0,0.0,552999,1495,20632799,37.31073474
538,Sonoma County,CA,2020-11,688274.0,816.0,5.7,3214.0,0.0064711235674535,20.0,4.0268348272890536e-05,0.0,0.0,485887,1576,26325465,54.18022092
539,Tulare County,CA,2020-11,253779.0,452.0,9.6,4710.0,0.0097229074589769,42.0,8.670108562145068e-05,0.0,0.0,477054,4824,16847054,35.31477359
540,Santa Barbara County,CA,2020-11,694696.0,682.0,5.7,2118.0,0.0046409406340865,7.0,1.5338330707557196e-05,6.0,1.3147140606477595e-05,446475,2738,25885092,57.97657652
541,Monterey County,CA,2020-11,649377.0,402.0,7.0,4914.0,0.0109508570817325,31.0,6.908355098366062e-05,0.0,0.0,437325,3322,25122789,57.44649631
542,Solano County,CA,2020-11,480241.0,311.0,7.5,3551.0,0.0079931570832067,16.0,3.601535154359546e-05,0.0,0.0,451716,828,20899701,46.26734718
543,Placer County,CA,2020-11,563063.0,687.0,5.2,3707.0,0.0092574556606082,26.0,6.492955143669119e-05,5.0,1.248645219936369e-05,412300,1407,19894372,48.2521756
544,San Luis Obispo County,CA,2020-11,673122.0,499.0,5.4,2307.0,0.0082729091808851,10.0,3.586003112650702e-05,3.0,1.0758009337952104e-05,283159,3304,15449070,54.55969967
545,Santa Cruz County,CA,2020-11,943551.0,265.0,6.6,2185.0,0.0079744816586921,17.0,6.204402205847467e-05,3.0,1.0948945069142587e-05,267792,446,12786326,47.74722919
