,RegionName,State_x,Date,Price,Housing Inventory,UnemploymentRate,cases,cases_rate,deaths,death_rate,fully_vaccinated,fully_vaccinated_rate,Population,Area,GDP,GDPpp
1038,Mariposa County,CA,2021-07,345334.0,71.0,6.7,51.0,0.0028659735880865,0.0,0.0,533.0,0.0299522337735319,17147,1451,664863,38.77430454
1039,Mono County,CA,2021-07,548957.0,99.0,6.8,40.0,0.0028651242747654,0.0,0.0,391.0,0.0280065897858319,13247,3044,1027563,77.56948743
1040,Trinity County,CA,2021-07,322151.0,109.0,5.6,19.0,0.0014227946682641,0.0,0.0,899.0,0.0673206529878687,16060,3179,371527,23.13368618
1041,Modoc County,CA,2021-07,153442.0,44.0,6.1,9.0,0.0009498680738786,0.0,0.0,592.0,0.0624802110817942,8661,3944,357793,41.31081861
1042,Sierra County,CA,2021-07,290101.0,23.0,4.8,13.0,0.0041733547351524,0.0,0.0,90.0,0.028892455858748,3283,953,82019,24.98294243
1043,Alpine County,CA,2021-07,469113.0,34.0,9.5,2.0,0.0017905102954341,0.0,0.0,2.0,0.0017905102954341,1235,739,99643,80.68259109
1044,Los Angeles County,CA,2021-08,798357.0,8781.0,8.9,88778.0,0.0086548873186861,728.0,7.097206479086591e-05,936060.0,0.0912556469342553,9829544,4060,662418536,67.39056624
1045,San Diego County,CA,2021-08,805688.0,3081.0,6.6,37880.0,0.0112389620515912,136.0,4.035107811553345e-05,305152.0,0.0905383249199357,3286069,4204,203932550,62.05972851
1046,Orange County,CA,2021-08,929705.0,2480.0,6.0,20363.0,0.0063072263164627,186.0,5.7611555019499626e-05,276143.0,0.0855324066545682,3167809,948,220075102,69.4723394
1047,Riverside County,CA,2021-08,530976.0,3111.0,7.6,27255.0,0.0110427061619151,228.0,9.237706860820576e-05,240890.0,0.0975996142852222,2458395,7208,75327830,30.64106053
1048,San Bernardino County,CA,2021-08,468617.0,3319.0,7.6,24290.0,0.0109542806478584,209.0,9.425461734880253e-05,217499.0,0.0980874881279771,2194710,20062,78146465,35.60673848
1049,Santa Clara County,CA,2021-08,1516229.0,1285.0,4.7,11404.0,0.0057959376596182,45.0,2.287067648919869e-05,129182.0,0.0656551051161703,1885508,1291,282946368,150.0637324
1050,Alameda County,CA,2021-08,1149981.0,1367.0,6.2,12164.0,0.007215197231604,76.0,4.508015369959771e-05,118822.0,0.0704804476696527,1648556,738,119117078,72.25540291
1051,Sacramento County,CA,2021-08,508428.0,1538.0,7.0,20631.0,0.0131577352955244,237.0,0.0001511503691066,142904.0,0.0911392082144166,1588921,966,77961074,49.06541861
1052,Contra Costa County,CA,2021-08,901008.0,1118.0,6.5,12308.0,0.0106094393668126,70.0,6.033967790679935e-05,95202.0,0.0820636859440444,1161413,720,71878033,61.88843504
1053,Fresno County,CA,2021-08,348724.0,865.0,8.8,12614.0,0.0122201802510494,112.0,0.0001085032652701,94876.0,0.0919138910336581,1013581,5963,39921581,39.38667063
1054,Kern County,CA,2021-08,296890.0,1253.0,9.9,9992.0,0.0107759387695456,93.0,0.0001002964677309,76839.0,0.0828675299352602,917673,8142,46781960,50.97889989
1055,Ventura County,CA,2021-08,777723.0,762.0,6.2,6569.0,0.0077033399120723,53.0,6.21520802770341e-05,68526.0,0.0803591217559252,839784,1846,46470387,55.33611857
1056,San Francisco County,CA,2021-08,1513700.0,878.0,5.0,5780.0,0.006477787241673,35.0,3.922535526964629e-05,46362.0,0.0519590263146097,815201,47,155258114,190.4537826
1057,San Mateo County,CA,2021-08,1614271.0,572.0,4.6,4566.0,0.0058688870579857,10.0,1.2853453915869002e-05,45473.0,0.0584485109916311,737888,449,113829269,154.2636132
1058,San Joaquin County,CA,2021-08,511787.0,777.0,8.5,10751.0,0.0137385070507127,110.0,0.0001405669961471,68796.0,0.0879131551540167,789410,1399,26787016,33.93295753
1059,Stanislaus County,CA,2021-08,424057.0,503.0,8.0,8627.0,0.0153422620900119,79.0,0.0001404936484422,49574.0,0.0881624319984065,552999,1495,20632799,37.31073474
1060,Sonoma County,CA,2021-08,770465.0,756.0,5.3,4265.0,0.0085872252691939,36.0,7.248302689120297e-05,41045.0,0.0826407177430395,485887,1576,26325465,54.18022092
1061,Tulare County,CA,2021-08,293718.0,434.0,10.6,5873.0,0.0121237018060661,52.0,0.0001073442012456,40556.0,0.0837202197253226,477054,4824,16847054,35.31477359
1062,Santa Barbara County,CA,2021-08,827713.0,496.0,5.5,3990.0,0.0087428485033076,20.0,4.382380202159199e-05,33367.0,0.0731134401027228,446475,2738,25885092,57.97657652
1063,Monterey County,CA,2021-08,764034.0,342.0,6.4,2131.0,0.0047489370047155,7.0,1.5599511512439495e-05,37058.0,0.0825838139468546,437325,3322,25122789,57.44649631
1064,Solano County,CA,2021-08,563559.0,376.0,7.3,5613.0,0.0126346355133875,42.0,9.454029780193806e-05,37368.0,0.0841138535300671,451716,828,20899701,46.26734718
1065,Placer County,CA,2021-08,662503.0,641.0,5.1,5525.0,0.0137975296802968,36.0,8.990245583541857e-05,32868.0,0.0820809421777372,412300,1407,19894372,48.2521756
1066,San Luis Obispo County,CA,2021-08,767367.0,361.0,5.5,3794.0,0.0136052958093967,28.0,0.0001004080871542,18912.0,0.0678184908664502,283159,3304,15449070,54.55969967
1067,Santa Cruz County,CA,2021-08,1125997.0,266.0,6.2,1740.0,0.0063503881401027,3.0,1.0948945069142587e-05,19803.0,0.0722739864014102,267792,446,12786326,47.74722919
1068,Merced County,CA,2021-08,365347.0,290.0,9.6,3859.0,0.0134263447220096,30.0,0.0001043768700855,23585.0,0.0820576160322873,286461,1929,9012107,31.46015339
1069,Marin County,CA,2021-08,1469541.0,299.0,4.4,1262.0,0.0048389570552147,4.0,1.5337423312883436e-05,13498.0,0.0517561349693252,260206,520,22815861,87.68383896
1070,Butte County,CA,2021-08,390040.0,330.0,6.8,2909.0,0.0133581914781259,27.0,0.0001239845891747,15260.0,0.0700742529928501,208309,1640,8434322,40.48947477
1071,Yolo County,CA,2021-08,575981.0,177.0,5.6,2246.0,0.0100441836752947,16.0,7.155251059871563e-05,15111.0,0.0675768742285744,216986,1012,13013233,59.97268487
1072,El Dorado County,CA,2021-08,652118.0,528.0,5.6,2433.0,0.0125998197806295,8.0,4.142974033910243e-05,13570.0,0.0702751970502025,193221,1712,7238157,37.46050895
1073,Shasta County,CA,2021-08,358495.0,433.0,6.5,2850.0,0.016017985106084,23.0,0.0001292679499789,11439.0,0.0642911339047351,182139,3786,7437919,40.8364985
1074,Imperial County,CA,2021-08,296150.0,82.0,19.7,1177.0,0.0061414356453725,7.0,3.652510579235999e-05,23746.0,0.1239035945921972,179851,4175,8155429,45.34547487
1075,Kings County,CA,2021-08,292671.0,163.0,9.0,3099.0,0.0198090051392191,18.0,0.0001150571450487,11760.0,0.0751706680984889,153443,1390,5924008,38.60722223
1076,Madera County,CA,2021-08,357389.0,372.0,8.4,1882.0,0.0117559607468345,12.0,7.49583044431535e-05,11854.0,0.0740463117390948,159410,2138,6012170,37.71513707
1077,Napa County,CA,2021-08,865730.0,276.0,5.4,1162.0,0.0083206828402027,4.0,2.8642625955947643e-05,10405.0,0.0745066307679088,136207,754,9870652,72.46802294
1078,Humboldt County,CA,2021-08,406832.0,183.0,6.1,1938.0,0.0144521171083834,23.0,0.0001715163537114,10407.0,0.0776074214380527,136310,3573,4986467,36.58181351
1079,Nevada County,CA,2021-08,646027.0,400.0,5.5,1903.0,0.0192786951676628,11.0,0.0001114375443217,6084.0,0.0616350926957754,103487,958,3940019,38.07259849
1080,Sutter County,CA,2021-08,410958.0,75.0,7.9,1795.0,0.0169744768173092,11.0,0.0001040218635044,9391.0,0.0888063018336218,99063,603,3095179,31.24455145
1081,Mendocino County,CA,2021-08,482508.0,205.0,6.1,1374.0,0.015536132249347,13.0,0.000146993973247,7306.0,0.0826106129648685,91305,3509,3261212,35.71778106
1082,Yuba County,CA,2021-08,364899.0,128.0,8.3,1644.0,0.0207340143776012,5.0,6.30596544330937e-05,7153.0,0.0902131416319839,83421,630,2948046,35.33937498
1083,Lake County,CA,2021-08,317510.0,327.0,7.0,1100.0,0.0169567295093339,17.0,0.0002620585469624,5966.0,0.0919671347751692,68766,1258,1768943,25.7240933
1084,Tehama County,CA,2021-08,304318.0,186.0,7.0,1107.0,0.0168020034909311,8.0,0.000121423692798,4238.0,0.0643242012597707,65498,2951,1882273,28.73786986
1085,Tuolumne County,CA,2021-08,367246.0,273.0,7.0,1074.0,0.0205153674237359,22.0,0.0004202403010448,3296.0,0.0629596378292679,55810,2236,2455844,44.00365526
1086,San Benito County,CA,2021-08,801175.0,76.0,6.8,464.0,0.007247508668895,2.0,3.123926150385805e-05,6004.0,0.0937802630345819,66677,1389,2075377,31.1258305
1087,Calaveras County,CA,2021-08,437798.0,319.0,5.5,736.0,0.0166181218812797,9.0,0.0002032107295265,2939.0,0.0663595926753821,46221,1020,1292735,27.96856407
1088,Siskiyou County,CA,2021-08,257353.0,143.0,7.2,527.0,0.0119892619892619,2.0,4.55000455000455e-05,2490.0,0.0566475566475566,44118,6287,1546848,35.06160751
1089,Amador County,CA,2021-08,379758.0,125.0,6.6,658.0,0.0170771586514754,7.0,0.0001816719005476,2228.0,0.0578235706314396,41259,606,1570431,38.06274995
1090,Lassen County,CA,2021-08,210838.0,112.0,5.6,481.0,0.0159986695493098,3.0,9.978380176284716e-05,1045.0,0.034758024280725,33159,4558,1071059,32.30070267
1091,Del Norte County,CA,2021-08,307759.0,105.0,7.1,1304.0,0.0473183830466652,16.0,0.0005805936570142,1896.0,0.0688003483561941,28100,1008,688089,24.48715302
1092,Glenn County,CA,2021-08,305486.0,32.0,6.9,402.0,0.0136976966062423,2.0,6.814774430966335e-05,2242.0,0.0763936213711325,28805,1315,982720,34.11629925
1093,Colusa County,CA,2021-08,301187.0,14.0,9.2,270.0,0.011950604169433,0.0,0.0,1975.0,0.0874164564245562,21917,1151,1199687,54.73773783
1094,Plumas County,CA,2021-08,329748.0,167.0,8.0,295.0,0.0155287677001631,1.0,5.263989050902774e-05,902.0,0.047481181239143,19915,2554,1006000,50.51468742
1095,Inyo County,CA,2021-08,424305.0,28.0,5.8,105.0,0.0056901316859047,0.0,0.0,904.0,0.0489893242291225,18970,10192,1224445,64.54638904
1096,Mariposa County,CA,2021-08,351887.0,78.0,6.5,272.0,0.0152851924697948,0.0,0.0,863.0,0.0484967687552683,17147,1451,664863,38.77430454
1097,Mono County,CA,2021-08,559725.0,82.0,5.9,115.0,0.0082372322899505,0.0,0.0,604.0,0.0432633765489578,13247,3044,1027563,77.56948743
1098,Trinity County,CA,2021-08,328956.0,100.0,5.3,130.0,0.0097349108881234,4.0,0.0002995357196345,688.0,0.0515201437771453,16060,3179,371527,23.13368618
1099,Modoc County,CA,2021-08,155741.0,51.0,5.7,23.0,0.0024274406332453,0.0,0.0,443.0,0.046754617414248,8661,3944,357793,41.31081861
1100,Sierra County,CA,2021-08,294729.0,24.0,4.9,44.0,0.0141252006420545,0.0,0.0,132.0,0.0423756019261636,3283,953,82019,24.98294243
1101,Alpine County,CA,2021-08,477830.0,31.0,8.7,1.0,0.000895255147717,0.0,0.0,6.0,0.0053715308863025,1235,739,99643,80.68259109
1102,Los Angeles County,CA,2021-09,807005.0,8479.0,7.6,45739.0,0.0044590539443261,744.0,7.253189039066514e-05,825160.0,0.0804441057456468,9829544,4060,662418536,67.39056624
1103,San Diego County,CA,2021-09,815494.0,2846.0,5.6,20011.0,0.0059372457659554,205.0,6.0823316277090845e-05,295762.0,0.0877523203353411,3286069,4204,203932550,62.05972851
1104,Orange County,CA,2021-09,940720.0,2285.0,5.0,10279.0,0.0031838127636851,200.0,6.194790862311788e-05,243533.0,0.0754318001535688,3167809,948,220075102,69.4723394
1105,Riverside County,CA,2021-09,543210.0,3221.0,6.6,16906.0,0.0068496786047821,283.0,0.000114661010597,238086.0,0.096463538406374,2458395,7208,75327830,30.64106053
1106,San Bernardino County,CA,2021-09,479858.0,3435.0,6.6,13889.0,0.0062636477529067,268.0,0.000120862380141,208745.0,0.0941396176960563,2194710,20062,78146465,35.60673848
1107,Santa Clara County,CA,2021-09,1522471.0,1195.0,3.9,6034.0,0.0030667035985738,70.0,3.557660787208686e-05,108033.0,0.0549063954035023,1885508,1291,282946368,150.0637324
1108,Alameda County,CA,2021-09,1159312.0,1372.0,5.2,5704.0,0.0033833841671382,78.0,4.626647353379766e-05,105553.0,0.0626098087296532,1648556,738,119117078,72.25540291
1109,Sacramento County,CA,2021-09,518237.0,1523.0,6.1,11699.0,0.0074612158994881,213.0,0.0001358440026148,144421.0,0.0921066981297532,1588921,966,77961074,49.06541861
1110,Contra Costa County,CA,2021-09,911751.0,1108.0,5.5,5265.0,0.0045384057739899,85.0,7.326960888682778e-05,91386.0,0.0787743115027251,1161413,720,71878033,61.88843504
1111,Fresno County,CA,2021-09,355679.0,882.0,7.7,10888.0,0.0105480674309042,192.0,0.0001860055976059,108959.0,0.1055572078622239,1013581,5963,39921581,39.38667063
1112,Kern County,CA,2021-09,303766.0,1269.0,8.7,9289.0,0.010017783750031,149.0,0.0001606900396979,99907.0,0.1077453677591073,917673,8142,46781960,50.97889989
1113,Ventura County,CA,2021-09,789025.0,755.0,5.3,3948.0,0.004629743640259,55.0,6.449744179692218e-05,68128.0,0.0798923948134675,839784,1846,46470387,55.33611857
1114,San Francisco County,CA,2021-09,1529880.0,1149.0,4.1,2918.0,0.0032702739050522,39.0,4.370825301474872e-05,42499.0,0.047629667817277,815201,47,155258114,190.4537826
1115,San Mateo County,CA,2021-09,1630534.0,606.0,3.8,2445.0,0.0031426694824299,10.0,1.2853453915869002e-05,40203.0,0.0516747407779682,737888,449,113829269,154.2636132
1116,San Joaquin County,CA,2021-09,523051.0,818.0,7.5,6735.0,0.0086065338095572,147.0,0.0001878486221239,77026.0,0.0984301222293925,789410,1399,26787016,33.93295753
1117,Stanislaus County,CA,2021-09,430926.0,490.0,6.9,6243.0,0.0111025550281609,120.0,0.0002134080735831,60410.0,0.1074331810429607,552999,1495,20632799,37.31073474
1118,Sonoma County,CA,2021-09,779366.0,729.0,4.4,1898.0,0.0038214662510973,21.0,4.228176568653507e-05,33542.0,0.0675340468884647,485887,1576,26325465,54.18022092
1119,Tulare County,CA,2021-09,299301.0,448.0,9.3,6339.0,0.0130856709941518,94.0,0.000194045286867,51380.0,0.1060643280769079,477054,4824,16847054,35.31477359
1120,Santa Barbara County,CA,2021-09,843688.0,476.0,4.6,2562.0,0.0056138290389659,22.0,4.820618222375118e-05,35176.0,0.0770773029955759,446475,2738,25885092,57.97657652
1121,Monterey County,CA,2021-09,777363.0,331.0,5.6,1581.0,0.0035232611001666,18.0,4.011302960341584e-05,39938.0,0.0890018986834012,437325,3322,25122789,57.44649631
1122,Solano County,CA,2021-09,573294.0,411.0,6.4,2530.0,0.005694927462831,24.0,5.40230273153932e-05,42846.0,0.0964446095148057,451716,828,20899701,46.26734718
1123,Placer County,CA,2021-09,673966.0,684.0,4.2,3267.0,0.0081586478670642,68.0,0.0001698157499113,33690.0,0.0841337149193125,412300,1407,19894372,48.2521756
1124,San Luis Obispo County,CA,2021-09,778611.0,349.0,4.5,2077.0,0.0074481284649755,35.0,0.0001255101089427,19026.0,0.0682272952212924,283159,3304,15449070,54.55969967
1125,Santa Cruz County,CA,2021-09,1135471.0,234.0,5.3,957.0,0.0034927134770564,5.0,1.8248241781904318e-05,16759.0,0.0611644568045868,267792,446,12786326,47.74722919
1126,Merced County,CA,2021-09,374425.0,332.0,8.2,3424.0,0.0119128801057685,57.0,0.0001983160531626,26600.0,0.0925474914758889,286461,1929,9012107,31.46015339
1127,Marin County,CA,2021-09,1485534.0,320.0,3.6,676.0,0.0025920245398773,2.0,7.668711656441718e-06,10360.0,0.0397239263803681,260206,520,22815861,87.68383896
1128,Butte County,CA,2021-09,395514.0,335.0,5.6,2777.0,0.0127520445977159,46.0,0.0002112330037792,17702.0,0.0812879702804347,208309,1640,8434322,40.48947477
1129,Yolo County,CA,2021-09,591299.0,177.0,4.7,1284.0,0.0057420889755469,8.0,3.5776255299357824e-05,14995.0,0.0670581185267338,216986,1012,13013233,59.97268487
1130,El Dorado County,CA,2021-09,663921.0,530.0,4.9,1275.0,0.0066028648665444,21.0,0.0001087530683901,12536.0,0.0649204031113735,193221,1712,7238157,37.46050895
1131,Shasta County,CA,2021-09,365043.0,443.0,5.6,3219.0,0.018091892651398,65.0,0.0003653224673317,16684.0,0.093769846845581,182139,3786,7437919,40.8364985
1132,Imperial County,CA,2021-09,300674.0,77.0,18.3,1327.0,0.0069241164837802,11.0,5.739659481656569e-05,22750.0,0.11870659382517,179851,4175,8155429,45.34547487
1133,Kings County,CA,2021-09,297779.0,196.0,7.9,2756.0,0.0176165273196798,41.0,0.0002620746081665,14705.0,0.0939952954411801,153443,1390,5924008,38.60722223
1134,Madera County,CA,2021-09,365830.0,420.0,7.2,1951.0,0.0121869709973827,17.0,0.0001061909312944,15479.0,0.0966899662062975,159410,2138,6012170,37.71513707
1135,Napa County,CA,2021-09,874440.0,279.0,4.5,769.0,0.0055065448400309,7.0,5.0124595422908376e-05,9468.0,0.0677970956377281,136207,754,9870652,72.46802294
1136,Humboldt County,CA,2021-09,418885.0,176.0,5.0,1126.0,0.0083968440990917,24.0,0.0001789735864815,11082.0,0.0826410535578456,136310,3573,4986467,36.58181351
1137,Nevada County,CA,2021-09,652930.0,419.0,4.7,852.0,0.0086313443420119,12.0,0.0001215682301691,7138.0,0.0723128355789685,103487,958,3940019,38.07259849
1138,Sutter County,CA,2021-09,421137.0,82.0,6.9,1160.0,0.0109695783331914,26.0,0.0002458698591922,12020.0,0.1136675272111739,99063,603,3095179,31.24455145
1139,Mendocino County,CA,2021-09,491892.0,215.0,5.1,988.0,0.0111715419667793,18.0,0.0002035301168036,8069.0,0.0912380284716019,91305,3509,3261212,35.71778106
1140,Yuba County,CA,2021-09,375264.0,133.0,7.2,1011.0,0.0127506621263715,5.0,6.30596544330937e-05,9355.0,0.1179846134443186,83421,630,2948046,35.33937498
1141,Lake County,CA,2021-09,323066.0,364.0,6.2,726.0,0.0111914414761603,20.0,0.0003083041728969,6102.0,0.0940636031508687,68766,1258,1768943,25.7240933
1142,Tehama County,CA,2021-09,310662.0,217.0,5.8,1205.0,0.0182894437277073,24.0,0.0003642710783941,6121.0,0.0929043029521134,65498,2951,1882273,28.73786986
1143,Tuolumne County,CA,2021-09,375952.0,289.0,6.1,815.0,0.0155679929705258,19.0,0.0003629348054478,4209.0,0.0803996103226299,55810,2236,2455844,44.00365526
1144,San Benito County,CA,2021-09,822728.0,83.0,5.9,338.0,0.005279435194152,3.0,4.685889225578707e-05,6299.0,0.098388054106401,66677,1389,2075377,31.1258305
1145,Calaveras County,CA,2021-09,451440.0,343.0,4.8,572.0,0.0129151708099076,11.0,0.0002483686694213,3610.0,0.0815100815100814,46221,1020,1292735,27.96856407
1146,Siskiyou County,CA,2021-09,262255.0,166.0,6.2,556.0,0.0126490126490126,11.0,0.0002502502502502,3140.0,0.0714350714350714,44118,6287,1546848,35.06160751
1147,Amador County,CA,2021-09,392469.0,130.0,5.7,562.0,0.0145856583011082,7.0,0.0001816719005476,2874.0,0.0745892917391191,41259,606,1570431,38.06274995
1148,Lassen County,CA,2021-09,214105.0,109.0,4.6,619.0,0.0205887244304008,12.0,0.0003991352070513,1601.0,0.053251288874106,33159,4558,1071059,32.30070267
1149,Del Norte County,CA,2021-09,313615.0,101.0,6.1,513.0,0.0186152841280208,9.0,0.0003265839320705,3055.0,0.1108571013861676,28100,1008,688089,24.48715302
1150,Glenn County,CA,2021-09,311466.0,34.0,5.6,366.0,0.0124710372086683,4.0,0.0001362954886193,2963.0,0.1009608831947661,28805,1315,982720,34.11629925
1151,Colusa County,CA,2021-09,307678.0,18.0,8.2,110.0,0.0048687646616208,3.0,0.0001327844907714,2527.0,0.1118488027265079,21917,1151,1199687,54.73773783
1152,Plumas County,CA,2021-09,336254.0,186.0,6.8,291.0,0.015318208138127,2.0,0.000105279781018,1383.0,0.0728009685739853,19915,2554,1006000,50.51468742
1153,Inyo County,CA,2021-09,430713.0,24.0,4.8,228.0,0.0123557145179645,0.0,0.0,1132.0,0.0613450387470871,18970,10192,1224445,64.54638904
1154,Mariposa County,CA,2021-09,358137.0,82.0,5.6,254.0,0.0142736723798819,0.0,0.0,858.0,0.0482157909525148,17147,1451,664863,38.77430454
1155,Mono County,CA,2021-09,570989.0,73.0,5.6,150.0,0.0107442160303703,1.0,7.162810686913545e-05,800.0,0.0573024854953084,13247,3044,1027563,77.56948743
1156,Trinity County,CA,2021-09,334926.0,103.0,4.6,141.0,0.0105586341171184,7.0,0.0005241875093604,779.0,0.0583345813988316,16060,3179,371527,23.13368618
1157,Modoc County,CA,2021-09,157880.0,47.0,4.9,31.0,0.0032717678100263,0.0,0.0,564.0,0.0595250659630607,8661,3944,357793,41.31081861
1158,Sierra County,CA,2021-09,300486.0,28.0,4.3,20.0,0.0064205457463884,0.0,0.0,208.0,0.0667736757624398,3283,953,82019,24.98294243
1159,Alpine County,CA,2021-09,486126.0,31.0,8.4,10.0,0.0089525514771709,0.0,0.0,4.0,0.0035810205908683,1235,739,99643,80.68259109
1160,Los Angeles County,CA,2021-10,809539.0,8208.0,7.1,31466.0,0.0030675920202052,448.0,4.3675116794379016e-05,601168.0,0.0586073272612572,9829544,4060,662418536,67.39056624
1161,San Diego County,CA,2021-10,820274.0,2536.0,5.3,14731.0,0.0043706744979406,132.0,3.91642817003707e-05,249697.0,0.0740848761192231,3286069,4204,203932550,62.05972851
1162,Orange County,CA,2021-10,950605.0,2015.0,4.7,7550.0,0.0023385335505227,135.0,4.1814838320604575e-05,152727.0,0.0473055912014146,3167809,948,220075102,69.4723394
1163,Riverside County,CA,2021-10,551214.0,3271.0,6.3,11350.0,0.0045985953013295,183.0,7.414475243553357e-05,140548.0,0.0569447905208162,2458395,7208,75327830,30.64106053
1164,San Bernardino County,CA,2021-10,485508.0,3271.0,6.3,10350.0,0.0046676329644024,173.0,7.801937225522888e-05,131516.0,0.0593109581590674,2194710,20062,78146465,35.60673848
1165,Santa Clara County,CA,2021-10,1531444.0,1088.0,3.7,4560.0,0.0023175618842388,35.0,1.7788303936043427e-05,70381.0,0.035770246266362,1885508,1291,282946368,150.0637324
1166,Alameda County,CA,2021-10,1158168.0,1315.0,5.0,3500.0,0.0020760597098498,41.0,2.4319556601098767e-05,70129.0,0.0415977118263038,1648556,738,119117078,72.25540291
1167,Sacramento County,CA,2021-10,520587.0,1428.0,5.8,7899.0,0.0050377078716178,112.0,7.142971029512587e-05,85472.0,0.0545110731995088,1588921,966,77961074,49.06541861
1168,Contra Costa County,CA,2021-10,911845.0,1079.0,5.3,3194.0,0.0027532133033473,39.0,3.3617820548073905e-05,72596.0,0.0625774179617429,1161413,720,71878033,61.88843504
1169,Fresno County,CA,2021-10,358681.0,855.0,7.7,9321.0,0.0090299904962764,131.0,0.0001269100691998,66257.0,0.064188400419675,1013581,5963,39921581,39.38667063
1170,Kern County,CA,2021-10,309586.0,1333.0,8.3,7527.0,0.0081175431463541,144.0,0.0001552977564866,66707.0,0.0719406072357969,917673,8142,46781960,50.97889989
1171,Ventura County,CA,2021-10,794236.0,682.0,5.0,2450.0,0.0028730678618628,16.0,1.876289215910464e-05,42536.0,0.0498811488049797,839784,1846,46470387,55.33611857
1172,San Francisco County,CA,2021-10,1538754.0,1231.0,3.9,1805.0,0.0020229076074774,19.0,2.129376428923656e-05,26165.0,0.0293237548751512,815201,47,155258114,190.4537826
1173,San Mateo County,CA,2021-10,1646929.0,606.0,3.6,1546.0,0.0019871439753933,0.0,0.0,27747.0,0.0356644785803617,737888,449,113829269,154.2636132
1174,San Joaquin County,CA,2021-10,527012.0,801.0,7.3,3982.0,0.0050885252605281,92.0,0.0001175651240503,47045.0,0.0601179484885853,789410,1399,26787016,33.93295753
1175,Stanislaus County,CA,2021-10,435944.0,535.0,6.9,4293.0,0.0076346738324355,91.0,0.0001618344558005,38403.0,0.0682959187484327,552999,1495,20632799,37.31073474
1176,Sonoma County,CA,2021-10,779675.0,661.0,4.2,1652.0,0.0033261655673407,11.0,2.214759155008981e-05,19979.0,0.040226066507204,485887,1576,26325465,54.18022092
1177,Tulare County,CA,2021-10,303753.0,449.0,9.2,4649.0,0.0095969844536696,87.0,0.0001795951059301,34462.0,0.0711403050639626,477054,4824,16847054,35.31477359
1178,Santa Barbara County,CA,2021-10,856584.0,437.0,4.4,1647.0,0.0036088900964781,21.0,4.6014992122671584e-05,24934.0,0.0546351339803187,446475,2738,25885092,57.97657652
1179,Monterey County,CA,2021-10,785177.0,331.0,5.5,878.0,0.0019566244439888,9.0,2.0056514801707928e-05,25159.0,0.0560668728773521,437325,3322,25122789,57.44649631
1180,Solano County,CA,2021-10,578614.0,423.0,6.1,1363.0,0.00306805775962,20.0,4.5019189429494325e-05,25447.0,0.057280165670617,451716,828,20899701,46.26734718
1181,Placer County,CA,2021-10,681407.0,681.0,4.1,2244.0,0.0056039197470744,43.0,0.0001073834889145,18790.0,0.0469240873652087,412300,1407,19894372,48.2521756
1182,San Luis Obispo County,CA,2021-10,788213.0,307.0,4.3,1220.0,0.0043749237974338,23.0,8.247807159096614e-05,11469.0,0.0411278696989909,283159,3304,15449070,54.55969967
1183,Santa Cruz County,CA,2021-10,1142597.0,203.0,5.1,716.0,0.0026131482231686,5.0,1.8248241781904318e-05,9913.0,0.0361789641568034,267792,446,12786326,47.74722919
1184,Merced County,CA,2021-10,381995.0,327.0,8.0,2368.0,0.0082388142787558,38.0,0.0001322107021084,17101.0,0.0594982951777885,286461,1929,9012107,31.46015339
1185,Marin County,CA,2021-10,1488456.0,297.0,3.4,484.0,0.0018558282208588,4.0,1.5337423312883436e-05,7440.0,0.0285276073619631,260206,520,22815861,87.68383896
1186,Butte County,CA,2021-10,396704.0,348.0,5.4,1592.0,0.00731049873949,40.0,0.0001836808728515,11332.0,0.0520367912788321,208309,1640,8434322,40.48947477
1187,Yolo County,CA,2021-10,601095.0,163.0,4.6,990.0,0.0044273115932955,7.0,3.1304223386938095e-05,9699.0,0.0433742375185589,216986,1012,13013233,59.97268487
1188,El Dorado County,CA,2021-10,665986.0,577.0,4.7,906.0,0.0046919180934033,14.0,7.250204559342924e-05,7655.0,0.0396430827869786,193221,1712,7238157,37.46050895
1189,Shasta County,CA,2021-10,365846.0,448.0,5.4,2083.0,0.0117071799915694,68.0,0.0003821835042855,11319.0,0.0636166924265842,182139,3786,7437919,40.8364985
1190,Imperial County,CA,2021-10,303693.0,75.0,17.7,1659.0,0.0086564500727893,6.0,3.130723353630857e-05,11213.0,0.0585080016071046,179851,4175,8155429,45.34547487
1191,Kings County,CA,2021-10,301365.0,201.0,7.8,2278.0,0.0145611209122753,35.0,0.0002237222264835,9637.0,0.0616003170463552,153443,1390,5924008,38.60722223
1192,Madera County,CA,2021-10,371997.0,385.0,7.3,1814.0,0.0113311970216567,19.0,0.0001186839820349,8769.0,0.0547757809718343,159410,2138,6012170,37.71513707
1193,Napa County,CA,2021-10,875643.0,275.0,4.5,443.0,0.0031721708246212,7.0,5.0124595422908376e-05,5316.0,0.0380660498954545,136207,754,9870652,72.46802294
1194,Humboldt County,CA,2021-10,426856.0,178.0,4.8,606.0,0.0045190830586585,14.0,0.0001044012587808,5826.0,0.043445838118391,136310,3573,4986467,36.58181351
1195,Nevada County,CA,2021-10,653475.0,460.0,4.5,609.0,0.006169587681086,4.0,4.052274338972749e-05,4522.0,0.0458109614020869,103487,958,3940019,38.07259849
1196,Sutter County,CA,2021-10,427114.0,87.0,6.8,613.0,0.0057968547571089,11.0,0.0001040218635044,6781.0,0.064124750583941,99063,603,3095179,31.24455145
