,RegionName,State_x,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate
1450,Los Angeles County,CA,2020-02,652904.0,9084.0,4.3,105.0,0.0,1.0236355498682578e-05,0.0,,
1451,San Diego County,CA,2020-02,611465.0,4092.0,3.2,16.0,0.0,4.747185660650993e-06,0.0,,
1452,Orange County,CA,2020-02,755993.0,3975.0,2.8,56.0,0.0,1.734541441447301e-05,0.0,,
1453,Riverside County,CA,2020-02,402564.0,6674.0,4.0,15.0,0.0,6.077438724224064e-06,0.0,,
1454,San Bernardino County,CA,2020-02,363191.0,5078.0,3.7,23.0,1.0,1.0372517698672048e-05,4.5097903037704555e-07,,
1455,Santa Clara County,CA,2020-02,1261482.0,857.0,2.5,74.0,2.0,3.760955689334896e-05,1.0164745106310529e-06,,
1456,Alameda County,CA,2020-02,905899.0,1077.0,2.9,16.0,0.0,9.49055867359952e-06,0.0,,
1457,Sacramento County,CA,2020-02,396550.0,1360.0,3.7,16.0,0.0,1.0204244327875126e-05,0.0,,
1458,Contra Costa County,CA,2020-02,700886.0,1133.0,3.1,20.0,0.0,1.7239907973371242e-05,0.0,,
1459,Fresno County,CA,2020-02,272100.0,1315.0,8.4,0.0,0.0,0.0,0.0,,
1460,Kern County,CA,2020-02,234253.0,1760.0,9.1,2.0,0.0,2.156913284536765e-06,0.0,,
1461,Ventura County,CA,2020-02,625786.0,1236.0,3.7,6.0,0.0,7.036084559664238e-06,0.0,,
1462,San Francisco County,CA,2020-02,1453974.0,578.0,2.2,12.0,0.0,1.3448693235307303e-05,0.0,,
1463,San Mateo County,CA,2020-02,1421468.0,456.0,2.1,29.0,0.0,3.7275016356020106e-05,0.0,,
1464,San Joaquin County,CA,2020-02,382448.0,990.0,6.5,6.0,0.0,7.667290698937442e-06,0.0,,
1465,Stanislaus County,CA,2020-02,334416.0,574.0,6.5,2.0,0.0,3.556801226385063e-06,0.0,,
1466,Sonoma County,CA,2020-02,659678.0,735.0,2.8,6.0,0.0,1.2080504481867165e-05,0.0,,
1467,Tulare County,CA,2020-02,230552.0,784.0,11.3,4.0,0.0,8.257246249661969e-06,0.0,,
1468,Santa Barbara County,CA,2020-02,652899.0,943.0,4.4,0.0,0.0,0.0,0.0,,
1469,Monterey County,CA,2020-02,608364.0,572.0,10.1,0.0,0.0,0.0,0.0,,
1470,Solano County,CA,2020-02,452992.0,462.0,3.9,18.0,0.0,4.051727048654489e-05,0.0,,
1471,Placer County,CA,2020-02,526336.0,836.0,3.1,7.0,0.0,1.7481033079109165e-05,0.0,,
1472,San Luis Obispo County,CA,2020-02,639795.0,783.0,3.0,2.0,0.0,7.172006225301403e-06,0.0,,
1473,Santa Cruz County,CA,2020-02,873187.0,288.0,6.4,8.0,0.0,2.91971868510469e-05,0.0,,
1474,Merced County,CA,2020-02,283926.0,605.0,10.2,1.0,0.0,3.4792290028529677e-06,0.0,,
1475,Marin County,CA,2020-02,1194038.0,248.0,2.4,4.0,0.0,1.5337423312883436e-05,0.0,,
1476,Butte County,CA,2020-02,336800.0,381.0,5.4,0.0,0.0,0.0,0.0,,
1477,Yolo County,CA,2020-02,477171.0,250.0,4.8,2.0,0.0,8.944063824839454e-06,0.0,,
1478,El Dorado County,CA,2020-02,472754.0,748.0,3.6,1.0,0.0,5.178717542387803e-06,0.0,,
1479,Shasta County,CA,2020-02,283116.0,545.0,5.4,2.0,0.0,1.1240691302515104e-05,0.0,,
1480,Imperial County,CA,2020-02,225748.0,146.0,18.1,3.0,0.0,1.5653616768154284e-05,0.0,,
1481,Kings County,CA,2020-02,239459.0,251.0,9.8,3.0,0.0,1.9176190841451255e-05,0.0,,
1482,Madera County,CA,2020-02,291987.0,635.0,7.9,2.0,0.0,1.2493050740525583e-05,0.0,,
1483,Napa County,CA,2020-02,691980.0,296.0,3.2,1.0,0.0,7.160656488986911e-06,0.0,,
1484,Humboldt County,CA,2020-02,328400.0,270.0,3.8,1.0,0.0,7.457232770063685e-06,0.0,,
1485,Nevada County,CA,2020-02,478372.0,697.0,3.6,0.0,0.0,0.0,0.0,,
1486,Sutter County,CA,2020-02,319004.0,161.0,9.0,0.0,0.0,0.0,0.0,,
1487,Mendocino County,CA,2020-02,399824.0,342.0,4.6,0.0,0.0,0.0,0.0,,
1488,Yuba County,CA,2020-02,293073.0,211.0,7.0,0.0,0.0,0.0,0.0,,
1489,Lake County,CA,2020-02,245025.0,482.0,5.8,0.0,0.0,0.0,0.0,,
1490,Tehama County,CA,2020-02,254055.0,331.0,6.1,0.0,0.0,0.0,0.0,,
1491,Tuolumne County,CA,2020-02,,413.0,5.1,0.0,0.0,0.0,0.0,,
1492,San Benito County,CA,2020-02,643791.0,93.0,5.9,0.0,0.0,0.0,0.0,,
1493,Calaveras County,CA,2020-02,332986.0,501.0,4.1,0.0,0.0,0.0,0.0,,
1494,Siskiyou County,CA,2020-02,217964.0,209.0,8.4,0.0,0.0,0.0,0.0,,
1495,Amador County,CA,2020-02,325944.0,238.0,4.4,0.0,0.0,0.0,0.0,,
1496,Lassen County,CA,2020-02,175294.0,140.0,5.9,0.0,0.0,0.0,0.0,,
1497,Del Norte County,CA,2020-02,273317.0,105.0,6.2,0.0,0.0,0.0,0.0,,
1498,Glenn County,CA,2020-02,254797.0,63.0,7.1,0.0,0.0,0.0,0.0,,
1499,Colusa County,CA,2020-02,254380.0,65.0,20.2,0.0,0.0,0.0,0.0,,
1500,Plumas County,CA,2020-02,278920.0,251.0,10.8,0.0,0.0,0.0,0.0,,
1501,Inyo County,CA,2020-02,369630.0,65.0,3.9,0.0,0.0,0.0,0.0,,
1502,Mariposa County,CA,2020-02,302005.0,113.0,5.9,0.0,0.0,0.0,0.0,,
1503,Mono County,CA,2020-02,474600.0,154.0,3.7,1.0,0.0,7.162810686913545e-05,0.0,,
1504,Trinity County,CA,2020-02,282120.0,169.0,7.2,0.0,0.0,0.0,0.0,,
1505,Modoc County,CA,2020-02,135915.0,75.0,9.6,0.0,0.0,0.0,0.0,,
1506,Sierra County,CA,2020-02,249078.0,30.0,6.9,0.0,0.0,0.0,0.0,,
1507,Alpine County,CA,2020-02,420877.0,60.0,5.1,0.0,0.0,0.0,0.0,,
1508,Los Angeles County,CA,2020-03,659734.0,8838.0,6.7,6918.0,98.0,0.000674429593713201,9.553931798770409e-06,,
1509,San Diego County,CA,2020-03,617153.0,4291.0,3.8,1565.0,16.0,0.0004643340974324253,4.747185660650992e-06,,
1510,Orange County,CA,2020-03,763185.0,4126.0,3.3,1288.0,12.0,0.00039894453153287916,3.7168745173870743e-06,,
1511,Riverside County,CA,2020-03,403051.0,6312.0,4.7,1267.0,19.0,0.0005133409909061257,7.698089050683812e-06,,
1512,San Bernardino County,CA,2020-03,365886.0,5039.0,4.4,723.0,9.0,0.0003260578389626039,4.05881127339341e-06,,
1513,Santa Clara County,CA,2020-03,1282227.0,1044.0,3.0,1347.0,35.0,0.0006845955829100141,1.7788303936043427e-05,,
1514,Alameda County,CA,2020-03,913653.0,1176.0,3.5,695.0,11.0,0.00041224614238447916,6.52475908809967e-06,,
1515,Sacramento County,CA,2020-03,399927.0,1468.0,4.3,591.0,10.0,0.00037691927486088744,6.377652704921953e-06,,
1516,Contra Costa County,CA,2020-03,699059.0,1331.0,3.6,470.0,3.0,0.0004051378373742241,2.585986196005686e-06,,
1517,Fresno County,CA,2020-03,274229.0,1256.0,9.8,249.0,0.0,0.00024122600939522026,0.0,,
1518,Kern County,CA,2020-03,236787.0,1794.0,11.0,279.0,1.0,0.0003008894031928788,1.0784566422683826e-06,,
1519,Ventura County,CA,2020-03,625048.0,1254.0,4.2,306.0,5.0,0.00035884031254287616,5.863403799720198e-06,,
1520,San Francisco County,CA,2020-03,1455886.0,566.0,2.8,737.0,7.0,0.0008259739095351236,7.845071053929259e-06,,
1521,San Mateo County,CA,2020-03,1444608.0,502.0,2.5,709.0,15.0,0.0009113098826351121,1.9280180873803506e-05,,
1522,San Joaquin County,CA,2020-03,384649.0,981.0,7.5,228.0,9.0,0.0002913570465596227,1.1500936048406165e-05,,
1523,Stanislaus County,CA,2020-03,335863.0,649.0,7.6,98.0,0.0,0.0001742832600928681,0.0,,
1524,Sonoma County,CA,2020-03,663563.0,800.0,3.3,142.0,1.0,0.00028590527273752287,2.0134174136445273e-06,,
1525,Tulare County,CA,2020-03,232126.0,761.0,13.2,153.0,2.0,0.0003158396690495703,4.128623124830984e-06,,
1526,Santa Barbara County,CA,2020-03,654558.0,981.0,4.9,278.0,0.0,0.0006091508481001287,0.0,,
1527,Monterey County,CA,2020-03,611182.0,603.0,11.2,82.0,2.0,0.00018273713486000552,4.4570032892684275e-06,,
1528,Solano County,CA,2020-03,456618.0,479.0,4.6,98.0,1.0,0.0002205940282045222,2.250959471474716e-06,,
1529,Placer County,CA,2020-03,528648.0,975.0,3.6,111.0,2.0,0.0002771992388258739,4.9945808797454764e-06,,
1530,San Luis Obispo County,CA,2020-03,642797.0,829.0,3.5,127.0,0.0,0.0004554223953066391,0.0,,
1531,Santa Cruz County,CA,2020-03,881668.0,346.0,7.4,72.0,1.0,0.00026277468165942207,3.6496483563808627e-06,,
1532,Merced County,CA,2020-03,286679.0,585.0,11.6,32.0,0.0,0.000111335328091295,0.0,,
1533,Marin County,CA,2020-03,1201571.0,287.0,2.8,128.0,5.0,0.00049079754601227,1.9171779141104296e-05,,
1534,Butte County,CA,2020-03,334235.0,384.0,6.1,16.0,0.0,7.347234914060312e-05,0.0,,
1535,Yolo County,CA,2020-03,482656.0,262.0,5.4,57.0,1.0,0.0002549058190079244,4.472031912419727e-06,,
1536,El Dorado County,CA,2020-03,473885.0,822.0,4.2,31.0,0.0,0.00016054024381402198,0.0,,
1537,Shasta County,CA,2020-03,282166.0,562.0,6.2,20.0,1.0,0.00011240691302515104,5.620345651257552e-06,,
1538,Imperial County,CA,2020-03,226691.0,128.0,20.1,88.0,1.0,0.00045917275853252557,5.217872256051427e-06,,
1539,Kings County,CA,2020-03,241363.0,238.0,11.3,30.0,0.0,0.0001917619084145126,0.0,,
1540,Madera County,CA,2020-03,292747.0,665.0,9.6,47.0,1.0,0.00029358669240235125,6.246525370262792e-06,,
1541,Napa County,CA,2020-03,692462.0,346.0,3.7,34.0,1.0,0.00024346232062555498,7.160656488986911e-06,,
1542,Humboldt County,CA,2020-03,327060.0,277.0,4.4,49.0,0.0,0.00036540440573312066,0.0,,
1543,Nevada County,CA,2020-03,477300.0,731.0,4.2,35.0,0.0,0.0003545740046601154,0.0,,
1544,Sutter County,CA,2020-03,321278.0,155.0,10.3,21.0,1.0,0.0001985871939629493,9.456533045854729e-06,,
1545,Mendocino County,CA,2020-03,402426.0,340.0,5.3,6.0,0.0,6.784337226789086e-05,0.0,,
1546,Yuba County,CA,2020-03,294633.0,238.0,7.9,9.0,0.0,0.00011350737797956867,0.0,,
1547,Lake County,CA,2020-03,246632.0,490.0,6.6,1.0,0.0,1.5415208644849008e-05,0.0,,
1548,Tehama County,CA,2020-03,245124.0,350.0,6.9,1.0,0.0,1.5177961599757153e-05,0.0,,
1549,Tuolumne County,CA,2020-03,,434.0,5.9,2.0,0.0,3.8203663731351835e-05,0.0,,
1550,San Benito County,CA,2020-03,646735.0,114.0,7.0,30.0,1.0,0.0004685889225578706,1.5619630751929024e-05,,
